Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
BMW,320D,2000,Manual,Diesel,2000,133000,"Rs. 7,200,000"
Toyota,Corolla DX,2000,Manual,Petrol,1500,188000,"Rs. 3,595,000"
Micro,Trend,2010,Manual,Petrol,1075,61000,"Rs. 2,185,000"
Toyota,Prius,2013,Automatic,Hybrid,1500,155000,Negotiable
Toyota,Wigo,2017,Automatic,Petrol,1000,82500,"Rs. 6,875,000"
Suzuki,Wagon R FZ Safety,2018,Automatic,Hybrid,-,94000,"Rs. 7,100,000"
Suzuki,Maruti,2005,Manual,Petrol,800,-,Negotiable
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Volvo,S60,2001,Automatic,Petrol,2000,250000,"Rs. 3,900,000"
Toyota,Premio,2014,Automatic,Petrol,1500,131900,"Rs. 13,625,000"
Toyota,Corolla 106,1991,Automatic,Petrol,1500,346569,"Rs. 2,375,000"
Fiat,Bravo Turbo,2008,Manual,Petrol,1200,158000,"Rs. 4,800,000"
Toyota,Corolla Ceres,1996,Manual,Petrol,1500,100000,"Rs. 2,850,000"
Suzuki,Wagon R Stingray J Style,2015,Automatic,Petrol,650,62000,Negotiable
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,659,123000,"Rs. 7,475,000"
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Toyota,Vitz,2016,Automatic,Petrol,990,65000,"Rs. 7,850,000(Ongoing Lease)"
Mitsubishi,Lancer CK8A,1997,Automatic,Diesel,2000,200,"Rs. 3,450,000"
Suzuki,Wagon R Custom Z,2025,Automatic,Hybrid,660,-,Negotiable
Toyota,Yaris,2025,Automatic,Petrol,1000,-,Negotiable
Nissan,Dayz X,2023,Automatic,Petrol,660,4617,Negotiable
BMW,520D M SPORT,2015,Automatic,Diesel,2000,71500,Negotiable
Toyota,SAI,2009,Automatic,Hybrid,2400,140000,Negotiable
Toyota,Carina,1997,Manual,Diesel,-,30000,"Rs. 1,350,000"
Volvo,S60,2004,Manual,Petrol,1990,141000,"Rs. 4,650,000"
Toyota,Corolla 121,2003,Manual,Petrol,1500,161000,"Rs. 5,075,000"
Mazda,MR 90,1994,Manual,Petrol,1400,75080,"Rs. 780,000"
Suzuki,Alto,2015,Manual,Petrol,800,90,Negotiable
Nissan,FB15,2003,Automatic,Petrol,1500,-,Negotiable
Suzuki,Maruti,2007,Manual,Petrol,800,-,Negotiable
Suzuki,Alto,2011,Manual,Petrol,800,163000,"Rs. 3,050,000"
Nissan,B310,1980,Manual,Petrol,1400,-,Negotiable
Toyota,Corona AT140,1984,Manual,Diesel,1800,172547,"Rs. 980,000"
Bajaj,QUTE,2020,Manual,Petrol,216,53000,"Rs. 1,295,000"
Nissan,FB15,1998,Manual,Petrol,1500,-,"Rs. 4,100,000"
Ford,LASER,1982,Manual,Petrol,1500,583506,"Rs. 850,000"
Renault,Kwid,2016,Manual,Petrol,650,110213,Negotiable
Toyota,Allion 260,2013,Automatic,Petrol,1500,95500,Negotiable
Nissan,B11,1984,Manual,Petrol,1300,0,"Rs. 825,000"
Toyota,Allion,2004,Automatic,Petrol,1500,175000,Negotiable
BMW,318i M Sport Plus,2016,Automatic,Petrol,1500,110000,"Rs. 19,800,000"
Mazda,Axela,2007,Automatic,Petrol,1500,159000,"Rs. 5,975,000"
Toyota,Premio G Superior,2013,Automatic,Petrol,1500,145000,"Rs. 12,250,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Mazda,3,2014,Automatic,Petrol,1600,210000,"Rs. 9,500,000"
Mitsubishi,4DR5,1996,Manual,Diesel,-,0,"Rs. 2,600,000"
Suzuki,ZEN,2005,Manual,Petrol,1000,137724,"Rs. 2,595,000"
Nissan,N16 Sylphy,2002,Automatic,Petrol,1500,-,"Rs. 4,750,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Nissan,N16 Sylphy,2002,Automatic,Petrol,1500,-,"Rs. 4,750,000"
Toyota,Axio G Grade,2007,Automatic,Petrol,1490,137800,"Rs. 8,100,000"
Mitsubishi,Ek Wagon,2018,Automatic,Petrol,650,37000,"Rs. 6,500,000"
Nissan,FB14,1998,Automatic,Diesel,1970,2650000,"Rs. 3,525,000"
Nissan,Sunny,1980,Manual,Petrol,1400,11111,"Rs. 480,000"
Toyota,Prius,2016,Automatic,Hybrid,1800,135000,"Rs. 14,700,000"
Honda,City,2007,Automatic,Petrol,1500,175000,"Rs. 3,700,000"
Toyota,Vitz Safety,2017,Automatic,Petrol,1000,64000,"Rs. 8,275,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,108000,Negotiable
Peugeot,508,2013,Automatic,Diesel,2000,117000,"Rs. 13,800,000"
Toyota,Belta G Grade,2008,Automatic,Petrol,1300,150000,"Rs. 7,075,000"
Toyota,Premio,2010,Automatic,Petrol,1500,140000,"Rs. 10,900,000(Ongoing Lease)"
Toyota,Aqua G Limited,2014,Automatic,Hybrid,1490,170000,"Rs. 8,550,000"
Suzuki,Alto Japan,2023,Automatic,Petrol,650,4500,"Rs. 7,050,000"
Honda,Grace,2015,Automatic,Petrol,-,94000,Negotiable
Suzuki,Alto Japan,2017,Automatic,Petrol,650,93000,"Rs. 5,875,000"
Toyota,Starlet,1999,Automatic,Petrol,1500,176000,"Rs. 4,300,000"
Honda,FIT GP5,2014,Automatic,Hybrid,1500,131000,"Rs. 8,750,000"
Nissan,March,2001,Automatic,Petrol,1000,142600,"Rs. 3,275,000"
Suzuki,Alto,2015,Manual,Petrol,800,115000,"Rs. 3,775,000"
Honda,FIT GP1,2011,Automatic,Petrol,1300,113000,"Rs. 6,500,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Suzuki,Alto,2016,Manual,Petrol,800,68540,"Rs. 4,040,000"
Kia,Spectra,2002,Automatic,Petrol,1594,-,"Rs. 2,295,000"
Honda,Z MUGAN MODIFIED,2024,Automatic,Hybrid,1500,10171,"Rs. 22,650,000"
Mercedes-Benz,C180 CONVERTIBLE ROOF TOP,2017,Automatic,Petrol,1590,63000,"Rs. 28,800,000"
Toyota,CE90,1991,Manual,Petrol,1500,180000,"Rs. 2,200,000"
Hyundai,Matrix,2001,Automatic,Petrol,1600,204000,"Rs. 2,650,000"
Nissan,TIIDA,2009,Automatic,Petrol,1598,168000,"Rs. 6,290,000"
Suzuki,Alto JAPAN,2023,Automatic,Hybrid,650,7500,Negotiable
Honda,FIT GP1,2013,Automatic,Hybrid,1330,157000,"Rs. 7,325,000"
Honda,Fit Shuttle,2013,Automatic,Petrol,1500,219000,Negotiable
Toyota,Starlet N90,1997,Automatic,Diesel,1500,169000,"Rs. 3,275,000"
Volkswagen,Beetle,1969,Manual,Petrol,1300,275000,"Rs. 925,000"
Toyota,Corolla KE72,1987,Manual,Petrol,1300,-,"Rs. 1,595,000"
Mercedes-Benz,CLA 180 AMG,2017,Automatic,Petrol,1600,76000,"Rs. 20,500,000"
Honda,FIT GP5 S Grade,2013,Automatic,Hybrid,1500,86100,"Rs. 8,525,000"
Nissan,Bluebird Sylphy,2004,Manual,Petrol,1500,302674,"Rs. 4,695,000"
Toyota,Allion 260,2011,Automatic,Petrol,1500,118000,"Rs. 9,800,000"
Nissan,Wingroad WFY11,1999,Automatic,Petrol,1500,145000,"Rs. 3,600,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Nissan,Wingroad WFY11,1999,Automatic,Petrol,1500,145000,"Rs. 3,600,000"
Nissan,Pulsar,1997,Automatic,Diesel,1970,272500,Negotiable
Mitsubishi,Lancer CS1,2006,Manual,Petrol,1300,168105,"Rs. 6,500,000"
Nissan,FB15 Super Saloon,2000,Automatic,Petrol,1500,200000,"Rs. 4,325,000"
Nissan,N16,2002,Automatic,Petrol,1500,374500,"Rs. 4,195,000"
Toyota,Allion 260,2011,Automatic,Petrol,1500,180000,"Rs. 10,800,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,63600,"Rs. 8,850,000"
Suzuki,Alto Japan,2017,Automatic,Petrol,660,230000,"Rs. 5,500,000"
Toyota,Passo,2007,Automatic,Petrol,1000,145000,"Rs. 4,765,000"
Honda,Civic,2018,Automatic,Petrol,1000,51000,"Rs. 14,000,000"
Suzuki,Alto,2023,Automatic,Petrol,660,3000,Negotiable
Hyundai,Stellar,1987,Manual,Petrol,1400,11111,"Rs. 1,145,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,90452,"Rs. 3,690,000"
Toyota,Corolla 141 LX,2008,Automatic,Petrol,1500,108000,"Rs. 6,990,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,660,111000,Negotiable
Daihatsu,Mira,2016,Automatic,Petrol,660,89000,"Rs. 5,160,000"
Perodua,Axia G Grade,2016,Automatic,Petrol,1000,120000,"Rs. 5,775,000"
Toyota,Premio,2011,Automatic,Petrol,1500,220000,"Rs. 11,150,000"
Honda,Grace EX,2017,Automatic,Hybrid,1500,67000,"Rs. 11,075,000"
Micro,Panda Cross,2017,Automatic,Petrol,1000,73000,Negotiable
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,2040,Negotiable
Nissan,ALMERA,2024,Automatic,Petrol,1000,-,Negotiable
Honda,Accord EX,2019,Automatic,Petrol,1500,7000,"Rs. 28,275,000"
Toyota,Corolla AE110,1998,Manual,Petrol,1300,205000,"Rs. 3,175,000"
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,16000,Negotiable
Nissan,Roox,2017,Automatic,Petrol,650,87000,Negotiable
Nissan,PRIMERA,2001,Automatic,Petrol,2500,138667,"Rs. 3,450,000"
Suzuki,Maruti,2010,Manual,Petrol,790,127000,"Rs. 2,235,000"
Mazda,Familia,1987,Manual,Petrol,-,-,"Rs. 1,300,000"
Chevrolet,Aveo,2008,Manual,Petrol,1480,154000,"Rs. 3,800,000"
Mazda,Axela,2016,Automatic,Petrol,1500,127850,"Rs. 11,000,000"
Nissan,N17,2010,Automatic,Petrol,1300,190505,"Rs. 5,695,000"
Toyota,YARIS,2011,Automatic,Petrol,1388,121316,"Rs. 7,695,000"
Toyota,Vitz Edition 3,2019,Automatic,Petrol,990,126000,"Rs. 8,950,000"
BMW,335i,2012,Automatic,Hybrid,3000,106000,"Rs. 22,500,000"
Toyota,Aqua G,2013,Automatic,Hybrid,1500,13500,"Rs. 8,575,000"
Nissan,SB14,1997,Automatic,Diesel,2000,-,"Rs. 2,695,000"
Daihatsu,CHARADE,1988,Manual,Diesel,-,915265,"Rs. 1,875,000"
Mg-Rover,R45,2004,Automatic,Petrol,1796,169000,Negotiable
Toyota,Yaris,2008,Automatic,Petrol,1350,129000,"Rs. 6,800,000"
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
BMW,320D,2013,Automatic,Diesel,1990,107000,"Rs. 19,750,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,44000,"Rs. 14,500,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Suzuki,Hustler,2024,Automatic,Hybrid,660,4500,"Rs. 8,750,000"
Mazda,6,2013,Automatic,Petrol,2000,139000,Negotiable
Toyota,Starlet,1991,Manual,Diesel,1500,210000,"Rs. 2,300,000"
Daihatsu,Mira Safety,2023,Automatic,Petrol,660,2000,"Rs. 7,090,000"
Daihatsu,Tanto,2015,Automatic,Petrol,650,137000,"Rs. 6,000,000"
Suzuki,Maruti,2008,Manual,Petrol,-,-,"Rs. 2,150,000"
Nissan,SB14,1996,Automatic,Diesel,2000,178000,"Rs. 2,550,000"
Nissan,Leaf,2015,Automatic,Electric,80,130000,Negotiable
Toyota,EE90,1990,Manual,Petrol,1300,78000,"Rs. 1,675,000"
Suzuki,Wagon R Custom Z,2024,Automatic,Hybrid,660,0,"Rs. 9,750,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,63500,"Rs. 7,750,000"
Toyota,Vitz Safety LED Edition,2016,Automatic,Petrol,990,92000,"Rs. 7,900,000"
Nissan,SB13,1990,Manual,Diesel,1680,5555555,"Rs. 1,620,000"
Perodua,Axia,2019,Automatic,Petrol,998,30424,"Rs. 7,380,000"
Mitsubishi,Lancer Box,1980,Manual,Petrol,1400,167000,"Rs. 950,000"
Toyota,Allion,2005,Automatic,Petrol,1500,190000,"Rs. 7,450,000"
Suzuki,Wagon R FX,2016,Automatic,Petrol,650,57000,"Rs. 5,750,000"
Toyota,Premio,1996,Automatic,Diesel,2000,250000,"Rs. 36,000,000(Ongoing Lease)"
Suzuki,Alto K10,2012,Manual,Petrol,998,158061,"Rs. 3,350,000"
Suzuki,Maruti,1998,Manual,Petrol,800,-,"Rs. 1,390,000"
Suzuki,Alto,2023,Automatic,Petrol,660,4200,Negotiable
Mazda,Flair Wagon,2024,Automatic,Hybrid,650,-,Negotiable
Chevrolet,Cruze,2004,Automatic,Diesel,1320,172184,"Rs. 4,290,000"
Ford,Laser,2000,Automatic,Petrol,1500,114000,"Rs. 3,325,000"
Chevrolet,Aveo,2008,Manual,Petrol,1000,135000,Negotiable
Toyota,Premio G Superior,2007,Automatic,Petrol,1490,129000,"Rs. 9,575,000"
Toyota,AXIO WXB,2018,Automatic,Hybrid,1500,82000,Negotiable
Nissan,Trad Sunny Super Saloon,1987,Manual,Petrol,1500,0,"Rs. 1,525,000"
Honda,N WGN,2016,Automatic,Petrol,650,75269,"Rs. 6,790,000"
Honda,Civic FD4,2008,Automatic,Petrol,1600,263000,"Rs. 7,800,000"
Nissan,LAUREL,1996,Automatic,Petrol,1990,185000,"Rs. 4,250,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,90000,"Rs. 8,250,000"
Suzuki,Hustler,2016,Automatic,Hybrid,650,74164,"Rs. 6,390,000"
Toyota,VITZ,2016,Automatic,Petrol,990,88603,"Rs. 7,990,000"
Micro,Panda Cross,2013,Manual,Petrol,1300,100000,"Rs. 2,900,000"
Mercedes-Benz,CLA 180 AMG PREMIUM PLUS,2018,Automatic,Petrol,1600,86600,Negotiable
Toyota,Premio,2017,Automatic,Petrol,1500,93000,"Rs. 16,900,000"
Daihatsu,Mira,2008,Automatic,Petrol,650,90633,"Rs. 4,725,000"
Toyota,Aqua S Grade,2013,Automatic,Petrol,1500,100000,Negotiable
Perodua,Bezza,2019,Automatic,Petrol,1000,103000,"Rs. 7,250,000"
Honda,Civic Tech Pack Sedan,2019,Automatic,Petrol,1000,55000,"Rs. 14,250,000"
Honda,Fit Shuttle GP7,2018,Automatic,Petrol,1500,118350,"Rs. 13,250,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Nissan,FB14,1996,Automatic,Petrol,1500,-,"Rs. 3,200,000"
Toyota,Allion,2012,Automatic,Petrol,1500,87000,"Rs. 11,250,000"
Suzuki,Alto,2015,Manual,Petrol,800,59000,"Rs. 3,900,000"
Daihatsu,Taft G Dark Chrome,2025,Automatic,Petrol,660,15,"Rs. 9,975,000"
Toyota,Marino,1993,Manual,Petrol,1500,-,Negotiable
Suzuki,Swift Rs,2017,Automatic,Hybrid,1300,57000,"Rs. 8,875,000"
BMW,740Le,2018,Automatic,Petrol,2000,54000,Negotiable
Toyota,AXIO NZE141,2007,Automatic,Petrol,1500,-,"Rs. 7,650,000"
Audi,A6 C5 Turbo,2001,Manual,Diesel,1990,176846,"Rs. 4,500,000"
Suzuki,Maruti,2010,Manual,Petrol,800,108000,"Rs. 2,295,000"
Toyota,Allion 260,2010,Automatic,Petrol,1500,107000,"Rs. 10,700,000"
Toyota,Roomy,2017,Automatic,Petrol,1000,200250,"Rs. 8,350,000"
Honda,CIVIC EX VTEC,2018,Automatic,Petrol,1000,69000,"Rs. 14,200,000"
Isuzu,Gemini JT600,1989,Manual,Diesel,1480,-,"Rs. 1,070,000"
Suzuki,Alto Japan,2017,Automatic,Hybrid,660,85000,"Rs. 5,650,000"
Suzuki,Maruti,2003,Manual,Petrol,800,65000,"Rs. 1,550,000"
Nissan,B310,1978,Manual,Petrol,1230,-,"Rs. 470,000"
Suzuki,Maruti,2011,Manual,Petrol,800,29653,"Rs. 2,180,000"
Honda,Civic,2016,Automatic,Petrol,1600,77000,"Rs. 13,999,000"
Daihatsu,Mira,2023,Automatic,Petrol,650,2700,Negotiable
Toyota,Premio G Superior,2011,Automatic,Petrol,1500,119000,"Rs. 11,050,000"
Mitsubishi,Lancer,1985,Manual,Petrol,1500,-,"Rs. 750,000"
Kia,Carens,2001,Automatic,Petrol,1800,145000,"Rs. 2,350,000"
Suzuki,Wagon R FX,2016,Manual,Petrol,1,121452,"Rs. 6,025,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,87000,Negotiable
Nissan,FB15 SUPER SALOON,2000,Automatic,Petrol,1500,-,Negotiable
Toyota,Corolla AE100,1997,Manual,Petrol,1256,275000,"Rs. 2,970,000"
Toyota,Axio,2014,Automatic,Hybrid,1490,162500,Negotiable
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,122000,"Rs. 11,175,000"
Mercedes-Benz,C200 Premium Plus,2020,Automatic,Petrol,1490,42000,"Rs. 31,000,000"
BMW,520D,2012,Automatic,Electric,2000,126500,"Rs. 22,650,000"
Honda,Grace EX Sensing,2018,Automatic,Hybrid,1500,99503,"Rs. 13,500,000"
Suzuki,Alto Works,1994,Manual,Petrol,660,90000,"Rs. 1,775,000"
Kia,Rio,2001,Automatic,Petrol,1500,190000,"Rs. 2,160,000"
Suzuki,Maruti 800,2011,Manual,Petrol,800,85000,Negotiable
Honda,FIT GP1,2012,Automatic,Petrol,1330,132994,"Rs. 6,790,000"
Suzuki,Alto 800,2015,Manual,Petrol,-,97879,"Rs. 3,575,000"
Nissan,Ad Wagon Y11,2001,Automatic,Petrol,1300,142000,"Rs. 3,150,000"
Nissan,B11,1985,Manual,Petrol,1500,120000,"Rs. 750,000(Ongoing Lease)"
Toyota,Allion G,2007,Automatic,Petrol,1500,112000,"Rs. 9,475,000"
Toyota,AXIO,2015,Automatic,Hybrid,1500,154000,"Rs. 11,500,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Toyota,PRIUS,2013,Automatic,Hybrid,1800,189000,"Rs. 10,390,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Toyota,Allion 240 Anniversary,2005,Automatic,Petrol,1490,156290,"Rs. 8,300,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,69280,"Rs. 3,850,000"
Nissan,Sunny FB12,1988,Manual,Petrol,1500,250000,"Rs. 1,790,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Suzuki,WAGON R FX,2023,Automatic,Hybrid,650,5400,"Rs. 8,200,000"
Suzuki,Wagon R Fz Premium,2018,Automatic,Petrol,650,95000,Negotiable
Toyota,Toyota,1984,Manual,Petrol,-,-,"Rs. 500,000"
Toyota,Premio,2010,Automatic,Petrol,1,109000,"Rs. 11,500,000"
Suzuki,Wagon R Fx Safety,2017,Automatic,Petrol,650,85000,Negotiable
Toyota,Starlet,1996,Automatic,Petrol,13000,-,Negotiable
Suzuki,Alto 800,2015,Manual,Petrol,800,140000,"Rs. 3,690,000"
Toyota,Vios,2003,Automatic,Petrol,1500,158000,"Rs. 5,600,000(Ongoing Lease)"
Suzuki,Swift,2023,Automatic,Hybrid,1200,203,"Rs. 13,000,000"
Mazda,Demio,1997,Automatic,Petrol,1400,195000,"Rs. 2,900,000"
Honda,Civic EX,2017,Automatic,Petrol,1000,90000,"Rs. 14,500,000"
Suzuki,Spacia,2015,Automatic,Petrol,660,115000,"Rs. 6,000,000"
Nissan,Sunny,1990,Manual,Petrol,1480,164000,"Rs. 2,450,000"
Renault,Kwid RXT,2016,Manual,Petrol,800,90000,"Rs. 3,565,000"
Honda,FIT GP5 S GRADE,2016,Automatic,Hybrid,1490,157561,"Rs. 9,390,000"
Perodua,KENARI AERO-SPORT,2007,Automatic,Petrol,1000,106480,"Rs. 3,595,000"
Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,146000,"Rs. 11,650,000"
Suzuki,Alto Lxi,2011,Manual,Petrol,800,136000,"Rs. 2,975,000"
Suzuki,Alto K10,2010,Manual,Petrol,1000,142000,"Rs. 3,275,000"
Toyota,Premio G Superior,2019,Automatic,Petrol,1500,44000,Negotiable
Toyota,Aqua PriusC,2014,Automatic,Hybrid,1500,140000,"Rs. 8,200,000"
Toyota,Corolla Dx Wagon EE98,1991,Manual,Petrol,1500,228000,"Rs. 1,980,000"
Toyota,Corolla 121 Anniversary,2005,Automatic,Petrol,1500,180000,"Rs. 7,600,000"
Honda,Fit GP5 S Grade Safety Highest Spec,2015,Automatic,Hybrid,1500,140000,"Rs. 8,650,000"
Suzuki,ALTO K10,2016,Automatic,Petrol,1000,240000,"Rs. 4,490,000"
Suzuki,Estilo,2011,Manual,Petrol,1000,153000,"Rs. 3,680,000"
Toyota,Aqua,2013,Automatic,Hybrid,1500,117000,"Rs. 7,650,000"
Suzuki,Swift,2004,Automatic,Petrol,1300,160000,"Rs. 4,450,000"
Daihatsu,Mira Es,2024,Automatic,Petrol,660,-,"Rs. 7,395,000"
BMW,530,2017,Automatic,Petrol,2000,67000,Negotiable
Toyota,Corolla 121,2002,Automatic,Petrol,1500,200000,Negotiable
Toyota,Corona Premio,2000,Automatic,Petrol,1500,181000,"Rs. 4,590,000"
Renault,Kwid,2018,Manual,Petrol,800,118000,"Rs. 3,485,000"
Nissan,March,2000,Automatic,Petrol,1000,86000,"Rs. 2,675,000"
Toyota,CE110 Limited,2001,Automatic,Diesel,-,170000,Negotiable
Mitsubishi,Lancer Box,1984,Manual,Petrol,-,-,"Rs. 1,300,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Mercedes-Benz,E200 Turbo AMG,2016,Automatic,Petrol,2000,86600,Negotiable
Daihatsu,Mira ES L,2023,Automatic,Petrol,660,Import,Negotiable
Suzuki,Maruti Sport,2010,Manual,Petrol,800,123,"Rs. 2,275,000"
Nissan,FB15 Super Saloon,2001,Automatic,Petrol,1500,180000,Negotiable
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,118000,"Rs. 15,700,000"
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,122000,"Rs. 8,200,000"
Toyota,Vitz KSP130,2016,Automatic,Petrol,1000,70000,"Rs. 7,590,000"
Mazda,RX-8 Limited Edition,2015,Automatic,Petrol,1300,93000,"Rs. 9,500,000"
Honda,Civic FD1,2006,Automatic,Petrol,1800,175000,"Rs. 7,280,000"
Toyota,Carina At150,1987,Manual,Petrol,1400,455000,"Rs. 1,055,000"
Suzuki,Wagon R Stingray,2017,Automatic,Petrol,660,40000,"Rs. 7,550,000"
Toyota,Corolla 121,2003,Automatic,Petrol,1500,254000,Negotiable
Toyota,PRIUS 4TH GEN,2016,Automatic,Hybrid,1800,85000,Negotiable
Mazda,Butterfly,1997,Manual,Diesel,1980,136000,"Rs. 885,000(Ongoing Lease)"
Suzuki,Maruti,1998,Manual,Petrol,800,-,"Rs. 1,395,000"
Toyota,Roomy,2017,Automatic,Petrol,1000,140000,"Rs. 8,690,000"
Toyota,AQUA G GRADE,2013,Automatic,Petrol,1500,105600,"Rs. 7,875,000"
Mercedes-Benz,C220,2012,Automatic,Petrol,2142,135000,"Rs. 15,590,000"
Toyota,Premio G Superior,2018,Automatic,Petrol,1490,108000,"Rs. 17,900,000"
Toyota,Premio 260,2011,Automatic,Petrol,1500,147000,"Rs. 11,200,000"
Toyota,Aqua S Grade,2014,Automatic,Hybrid,1500,135000,"Rs. 7,580,000"
Nissan,Almera VL Turbo,2025,Automatic,Petrol,1000,Import,Negotiable
Toyota,Tercel,1998,Manual,Petrol,1300,142000,"Rs. 2,790,000"
Toyota,Axio,2014,Automatic,Hybrid,1490,190000,Negotiable
Toyota,AQUA URBAN,2015,Automatic,Hybrid,1500,94000,"Rs. 9,450,000"
Nissan,Wingroad Y10,1997,Automatic,Diesel,2000,-,"Rs. 2,390,000"
Nissan,Sunny B11,1983,Manual,Petrol,1300,198000,"Rs. 1,095,000"
Mercedes-Benz,E300,2014,Automatic,Diesel,2200,100000,Negotiable
Perodua,Viva Elite,2011,Automatic,Petrol,1000,122000,"Rs. 4,500,000"
Suzuki,Swift VXI,2010,Manual,Petrol,1190,154000,"Rs. 3,900,000"
Suzuki,Alto Japan,2017,Automatic,Petrol,650,90000,Negotiable
Toyota,Allion 260,2011,Automatic,Petrol,1500,148000,"Rs. 11,425,000"
Peugeot,508 HDI 2L TURBO,2015,Automatic,Diesel,1990,106000,"Rs. 14,975,000"
Toyota,Aqua,2013,Automatic,Hybrid,1500,112000,"Rs. 7,425,000"
Tata,Indigo Marina Glx,2005,Manual,Petrol,1405,100110,"Rs. 1,975,000"
Nissan,AD Wagon,2013,Automatic,Petrol,1500,150000,Negotiable
Perodua,Viva Elite,2012,Manual,Petrol,1000,56600,"Rs. 4,100,000"
Toyota,AXIO WXB,2017,Automatic,Hybrid,1500,77000,Negotiable
Hyundai,Accent,2001,Manual,Petrol,1500,158000,"Rs. 2,480,000"
Nissan,Sunny B11,1984,Manual,Petrol,1270,200000,"Rs. 975,000"
Perodua,VIVA Elite,2011,Manual,Petrol,1000,116000,"Rs. 4,175,000"
Toyota,Corolla,1987,Manual,Petrol,1500,12345,"Rs. 995,000"
Toyota,Allion 260 G,2007,Automatic,Petrol,1500,180000,"Rs. 9,400,000"
Toyota,Camry,2015,Automatic,Hybrid,2500,105000,"Rs. 19,500,000"
Suzuki,Wagon R FX Safety,2024,Automatic,Petrol,660,3769,"Rs. 8,190,000"
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,7000,"Rs. 7,550,000"
Perodua,VIVA Elite,2011,Manual,Petrol,1000,116000,"Rs. 4,175,000"
Toyota,Corolla,1987,Manual,Petrol,1500,12345,"Rs. 995,000"
Daihatsu,Tanto,2023,Automatic,Petrol,650,8000,Negotiable
Daihatsu,MIRA,2023,Automatic,Petrol,650,3000,"Rs. 7,150,000"
Toyota,Premio,2014,Automatic,Petrol,1500,120000,"Rs. 13,450,000"
Toyota,VITZ EDISSION 3 LED,2019,Automatic,Petrol,1000,90000,"Rs. 9,485,000"
Toyota,CARINA TI MY ROAD,1999,Automatic,Petrol,1490,178000,"Rs. 5,150,000"
Toyota,Aqua G Grade,2013,Automatic,Petrol,1000,110000,Negotiable
Mazda,RX-8,2014,Automatic,Petrol,1300,58000,"Rs. 7,500,000"
Suzuki,Swift,2009,Automatic,Petrol,1300,155000,"Rs. 5,975,000"
