Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Nissan,Trad Sunny FB12,1989,Manual,Petrol,1500,1111,1875000
Toyota,COROLLA TRUENO AE91,1987,Manual,Petrol,1500,192000,3250000
Toyota,AXIO G,2010,Automatic,Petrol,1500,140000,8150000
Toyota,Corona CT 190,1993,Automatic,Diesel,2000,268000,2585000
Toyota,Corolla Dx Wagon,1985,Manual,Petrol,1300,225000,1100000
Suzuki,Swift Japan,2008,Automatic,Petrol,1300,165000,5990000
Suzuki,Maruti,2010,Manual,Petrol,800,230000,2190000
Nissan,B311,1981,Manual,Petrol,1300,45000,2000000
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,120000,6900000
Nissan,VFY11,2003,Automatic,Petrol,1500,170000,3300000
Mitsubishi,Lancer T Light,1982,Manual,Petrol,1400,1,7500000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,79000,13500000
Toyota,DX Wagon,1983,Manual,Petrol,1290,21340,780000
Toyota,Allion,2017,Automatic,Petrol,1500,63000,16250000
Nissan,FB15,2003,Automatic,Petrol,1500,150000,4375000
Nissan,A33,2000,Automatic,Petrol,2000,193000,3450000
Daihatsu,MIRA,2015,Automatic,Hybrid,650,100000,5375000
Toyota,Corolla 121,2006,Automatic,Petrol,1500,218000,6800000
Hyundai,Santro Xp,2005,Manual,Petrol,1086,60000,2600000
Toyota,Corolla KE55,1977,Manual,Petrol,1300,200000,675000
Mitsubishi,Lancer Flat Light,1988,Manual,Petrol,1300,125421,590000
Micro,Mx7 Mark 2,2012,Manual,Petrol,1500,123456,2975000
Peugeot,406,1998,Manual,Petrol,1800,185000,2275000
Suzuki,Wagon R FX,2023,Automatic,Petrol,660,6000,7890000
Mitsubishi,Lancer,1977,Manual,Petrol,1500,1235,400000
Toyota,Aqua,2012,Automatic,Petrol,1500,180000,7100000
Nissan,B211,1976,Manual,Petrol,1200,1235,500000
Honda,Grace Ex,2016,Automatic,Hybrid,1500,123000,11600000
Mitsubishi,Lancer CS1,2007,Manual,Petrol,1299,171000,6200000
Toyota,Prius,2008,Automatic,Petrol,1500,208000,6775000
Suzuki,Swift,2008,Automatic,Petrol,1300,110,5800000
Mazda,Demio,2007,Automatic,Petrol,1340,110500,4990000
Suzuki,Maruti 800,2011,Manual,Petrol,800,66000,2175000
Toyota,Premio,2016,Automatic,Petrol,1500,145000,17000000
Mercedes-Benz,E220,2014,Automatic,Diesel,2000,100000,21650000
Suzuki,Wagon R,2008,Manual,Petrol,1000,106548,3150000
Mitsubishi,Lancer Flight,1978,Manual,Petrol,1400,123456,180000
Toyota,Vitz,2018,Automatic,Petrol,990,35000,9500000
Toyota,Premio,2014,Automatic,Petrol,1500,200000,13200000
Toyota,Aqua,2015,Automatic,Hybrid,1500,104000,9000000
Toyota,Prius,2016,Automatic,Petrol,1800,80000,17200000
Toyota,Carina TI,1997,Automatic,Petrol,1500,127000,3800000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,139000,4375000
Toyota,Vitz,2016,Automatic,Petrol,1000,88724,7975000
Nissan,Pulsar,1989,Manual,Petrol,1400,235000,1350000
Morris,Oxford,1969,Manual,Petrol,1600,0,875000
Nissan,SUNNY,1992,Manual,Diesel,1680,27787,2250000
Toyota,110,1996,Automatic,Diesel,1970,192252,2900000
Toyota,Dx Wagon,1986,Manual,Petrol,1300,150000,1550000
Suzuki,Alto,2001,Automatic,Petrol,650,105000,3550000
Toyota,Vitz KSP130,2015,Automatic,Petrol,1000,69000,7500000
Toyota,Soluna,2001,Manual,Petrol,1500,167000,2990000
Toyota,Premio,2014,Automatic,Petrol,1500,100500,13500000
Toyota,AE100 Limited Edition,1997,Manual,Petrol,1330,186000,3000000
Suzuki,Spacia Custom Z,2017,Automatic,Petrol,650,130000,6900000
Honda,Grace,2016,Automatic,Hybrid,1500,130000,9950000
Toyota,Corolla Sport,2018,Automatic,Petrol,1200,45000,17900000
Suzuki,Wagon R Lxi,2006,Manual,Petrol,1100,103000,3200000
Toyota,Axio,2016,Automatic,Petrol,1300,105000,11400000
Toyota,Soluna,2000,Manual,Petrol,1498,148000,2575000
Proton,Wira,2004,Automatic,Petrol,1597,150000,23000000
Nissan,Bluebird,1991,Manual,Diesel,2000,0,1475000
Toyota,KE70,1985,Manual,Petrol,1300,12345,1200000
Tata,Nano,2012,Manual,Petrol,620,115000,1235000
Toyota,Corolla,1984,Manual,Petrol,1290,138000,490000
Suzuki,Spacia Custom Z,2017,Automatic,Petrol,660,130000,6900000
Honda,Grace,2015,Automatic,Petrol,1500,92000,10900000
Proton,Wira,2000,Automatic,Petrol,2250,145000,2250000
Honda,FIT GP5,2014,Automatic,Hybrid,1500,158000,8000000
Suzuki,Alto K10 VXI,2011,Manual,Petrol,1000,140000,2950000
Mitsubishi,Lancer Box,1985,Manual,Petrol,1200,50000,1375000
Mitsubishi,Lancer Box,1983,Manual,Petrol,1500,111111,1250000
Toyota,Premio G Superior,2010,Automatic,Petrol,1500,143000,10500000
Toyota,Vitz,2016,Automatic,Petrol,990,96953,7600000
Mitsubishi,Ck1,1997,Manual,Petrol,1500,160000,3450000
Audi,A6,2016,Automatic,Petrol,1800,72000,26000000
Nissan,Leaf N Connecta Uk,2023,Automatic,Electric,110,2100,15800000
BMW,520D F10,2012,Automatic,Diesel,2000,70000,23500000
Toyota,Dx Wagon,1986,Manual,Petrol,1290,227000,750000
Toyota,Aqua,2012,Automatic,Hybrid,1500,130000,7350000
BMW,Activehybrid 5,2013,Automatic,Hybrid,3000,120000,26500000
Toyota,Corolla 121,2006,Automatic,Petrol,1500,188000,7250000
Honda,Capa,1998,Automatic,Petrol,1500,175000,3575000
Mazda,Astina,1989,Manual,Petrol,1500,165000,1075000
Toyota,Corolla DX Wagon,1984,Manual,Petrol,1300,11111,690000
Mercedes-Benz,E250 Cabriolet,2012,Automatic,Petrol,1800,37000,25500000
Micro,Panda Cross,2012,Manual,Petrol,1300,86000,2885000
Honda,FIT GP5 S GRADE,2014,Automatic,Petrol,1500,96000,9000000
Toyota,Corolla AE110 XE Saloon,1997,Automatic,Diesel,1970,166103,3890000
Toyota,Premio,2018,Automatic,Petrol,1500,53000,19200000
Toyota,Corolla,1999,Automatic,Petrol,1500,150000,3175000
Nissan,Leaf Azeo,2013,Automatic,Electric,70,97800,5350000
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,78500,9190000
Mitsubishi,Lancer,1981,Manual,Petrol,1500,200000,1085000
Toyota,Axio,2017,Automatic,Hybrid,1490,132000,12300000
Toyota,Aqua G Grade,2014,Automatic,Petrol,1500,129000,8300000
Kia,Sephia,1999,Manual,Petrol,1500,1500000,1350000
Nissan,N16,2000,Manual,Petrol,1300,141000,3000000
Daihatsu,Mira,1998,Manual,Petrol,874,170000,2100000
Jaguar,S Type,1999,Automatic,Petrol,3000,69800,7500000
Micro,Panda,2017,Manual,Petrol,1000,64000,3050000
Honda,FIT GP5,2014,Automatic,Hybrid,1500,100300,8500000
Toyota,Aqua,2012,Automatic,Hybrid,1500,1690000,6695000
Toyota,Aqua G Grade,2014,Automatic,Petrol,1500,113700,8250000
Toyota,Avanza,2008,Manual,Petrol,1300,186000,5650000
Mitsubishi,Celesty,1979,Manual,Petrol,1450,368700,1675000
Toyota,Aqua,2014,Automatic,Petrol,1500,184,7500000
Austin,Cambridge A60,1964,Manual,Petrol,1620,60000,995000
Daihatsu,Charade G30,1987,Manual,Diesel,990,1,1375000
Honda,Fit Gp5,2014,Automatic,Petrol,1500,83500,8200000
Suzuki,Cultus,1994,Manual,Petrol,1350,15,1000000
Toyota,Corolla,1997,Automatic,Diesel,1950,125000,3650000
Toyota,Vitz,2018,Automatic,Petrol,990,35000,9225000
Daihatsu,Daihatsu,1990,Manual,Petrol,800,450319,500000
Nissan,B310,1980,Manual,Petrol,1400,0,455000
Toyota,Vista,1991,Automatic,Diesel,1970,150000,2000000
Toyota,Axio,2007,Automatic,Petrol,1500,140000,7450000
Mitsubishi,Lancer Wagon,1979,Manual,Petrol,1400,2222,650000
Toyota,Corolla,1997,Automatic,Diesel,1970,300,2675000
Suzuki,Celerio,2015,Automatic,Petrol,1000,112000,4625000
Toyota,Corolla Dx,1987,Manual,Petrol,1300,168000,1250000
Volkswagen,Buggy,1960,Manual,Petrol,1300,55000,850000
Suzuki,Cultus,1999,Automatic,Petrol,1500,150000,2575000
Austin,10,1948,Manual,Petrol,1100,21500,6000000
Mitsubishi,Lancer Ck,1998,Manual,Petrol,1500,1800000,3450000
Suzuki,Grand,2019,Automatic,Petrol,1000,49500,6150000
Toyota,Vitz KSP130,2017,Automatic,Petrol,990,103000,8500000
Toyota,CARINA,1985,Manual,Diesel,2000,0,1175000
Honda,Fit,2013,Automatic,Petrol,1330,130000,6700000
Toyota,Yaris ATIV,2020,Automatic,Petrol,1197,29100,13500000
Nissan,March K10 Sport,1989,Manual,Petrol,980,75000,1125000
Kia,Pride,2000,Manual,Petrol,1300,98000,1300000
Nissan,Cefiro A33,2000,Automatic,Petrol,2000,148000,3900000
Nissan,HB12,1988,Manual,Petrol,1500,10000,1175000
Nissan,Leaf Limited Edition,2014,Automatic,Electric,70,100000,5700000
Honda,Civic,1987,Manual,Petrol,1500,100000,1415000
Mercedes-Benz,E200 Kompressor 1.8L 211 Elegance,2003,Automatic,Petrol,1800,129000,8800000
Nissan,FB15,2002,Automatic,Petrol,1500,240000,4625000
BMW,E12 525e,1974,Manual,Diesel,2000,1,1450000
Toyota,Vitz KSP130,2016,Automatic,Petrol,1000,110000,7690000
BMW,Activehybrid 7L,2013,Automatic,Hybrid,3000,65000,35000000
Suzuki,A-Star,2012,Manual,Petrol,1000,104000,3700000
Volkswagen,Golf GTi MK4 1.8T,2000,Manual,Petrol,1800,201000,4500000
Nissan,March K11,2000,Automatic,Petrol,990,92365,2920000
Mitsubishi,Lancer Fiore,1986,Manual,Petrol,1500,198000,1800000
Volkswagen,Beetle,1972,Manual,Petrol,1300,100000,1850000
Volkswagen,1300,1971,Manual,Petrol,1300,1000,2275000
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,116000,13875000
BMW,530e,2017,Automatic,Petrol,2000,93000,36500000
Suzuki,Alto,2011,Manual,Petrol,1000,164000,2850000
Toyota,Corolla Ll,1989,Manual,Diesel,1450,150000,1800000
Mazda,Mazda,1986,Manual,Petrol,1500,192000,950000
Suzuki,Alto,2011,Manual,Petrol,796,45000,2975000
Toyota,Carina AT170,1992,Manual,Petrol,1490,190000,2175000
Toyota,Allion 240,2003,Automatic,Petrol,1500,135000,7375000
Toyota,Corolla AE110,1996,Manual,Petrol,1500,70000,4000000
Toyota,Prius,2012,Automatic,Hybrid,1490,126173,10690000
Honda,Fit Shuttle Gp2,2012,Automatic,Petrol,1300,108975,9500000
Suzuki,ALTO JAPAN,2004,Automatic,Petrol,800,160000,3275000
Renault,KWID SPORTS RXT,2017,Manual,Petrol,800,99000,3375000
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,86700,6850000
Suzuki,Alto,2015,Manual,Petrol,800,111,3650000
Nissan,Sunny,1997,Automatic,Petrol,1500,111111,2950000
Toyota,Corona AT150,1985,Manual,Petrol,1500,150000,1210000
Honda,N BOX CUSTOM,2016,Automatic,Petrol,660,160000,7650000
Suzuki,Swift Japan,2003,Automatic,Petrol,1320,185000,4200000
Suzuki,Swift RS Turbo,2017,Automatic,Petrol,1000,97000,9850000
Peugeot,407,2008,Manual,Petrol,1800,94500,5250000
Micro,Trend,2009,Manual,Petrol,1075,88900,865000
Suzuki,Maruti,1996,Manual,Petrol,800,10000,1300000
BMW,740e,2017,Automatic,Hybrid,2000,43000,40000000
Mitsubishi,Lancer Box,1982,Manual,Petrol,1400,124689,765000
Mitsubishi,Lancer,1984,Manual,Petrol,1400,200000,660000
Nissan,B11,1985,Manual,Petrol,1300,235000,750000
Toyota,Axio WXB,2016,Automatic,Hybrid,1490,132000,11200000
Toyota,Passo,2008,Automatic,Petrol,990,116985,4995000
Suzuki,Wagon R,2007,Manual,Petrol,1000,14000,3280000
Daihatsu,Mira,2015,Automatic,Petrol,650,62906,5690000
Daihatsu,Mira,2017,Automatic,Petrol,650,120090,5990000
Mazda,323,1988,Manual,Petrol,1600,236603,950000
Volkswagen,Polo Tdi,2009,Automatic,Diesel,2000,105000,9900000
Proton,Wira,1996,Manual,Petrol,1500,150000,1275000
Honda,FIT GP5,2014,Automatic,Hybrid,1500,100000,8500000
Isuzu,GEMINI,1992,Manual,Diesel,2000,90000,650000
Suzuki,Alto 800,2015,Manual,Petrol,800,79000,3650000
Toyota,Premio,2019,Automatic,Petrol,1500,43000,20006000
Toyota,Prius,2009,Automatic,Petrol,1800,168000,8450000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,72000,4750000
Suzuki,Celerio Vxi,2014,Automatic,Petrol,1000,98000,4775000
BMW,E30 316i M40 EFI,1990,Manual,Petrol,1600,250,3500000
Subaru,WRX IMPREZA AWD,2015,Automatic,Petrol,2000,60000,21790000
Toyota,Allion 260,2011,Automatic,Petrol,1500,130000,10600000
Toyota,Dx Wagon Ke74,1986,Manual,Petrol,1490,301234,1550000
Chevrolet,Cruze,2004,Automatic,Petrol,1300,192100,4150000
Micro,Panda,2017,Automatic,Petrol,1000,100000,3000000
Toyota,AE110 SE LIMITED,1999,Automatic,Petrol,1500,160000,4300000
Toyota,Corolla AE110,1997,Automatic,Petrol,1500,230000,4175000
Hyundai,Elantra,2012,Automatic,Petrol,1591,130000,8000000
Mazda,Familia,1993,Manual,Petrol,1300,198000,550000
Nissan,HB11,1985,Manual,Petrol,1500,198000,975000
Perodua,Viva Elite,2011,Automatic,Petrol,1000,112000,4500000
Toyota,Feeder 121,2004,Automatic,Petrol,1500,220000,6000000
Daihatsu,Boon,2018,Automatic,Petrol,1000,45000,7290000
Nissan,N16,2005,Automatic,Petrol,1500,216000,4275000
Micro,Panda,2015,Manual,Petrol,998,78000,2800000
Honda,Fit Gp4,2012,Automatic,Petrol,1500,181000,7800000
Mitsubishi,Lancer,1983,Manual,Petrol,1400,200000,790000
Mercedes-Benz,E 280,2007,Automatic,Petrol,2880,188000,8000000
Tata,Nano,2017,Automatic,Petrol,624,120000,2275000
Suzuki,Wagon R Stingray J Style,2014,Automatic,Petrol,660,90000,5490000
Toyota,Avanza G Grade,2008,Manual,Petrol,1300,290000,5750000
Peugeot,203,1960,Manual,Petrol,1290,1111,3000000
Isuzu,Gemini,1988,Manual,Petrol,1500,150000,1225000
Mazda,626,1985,Manual,Diesel,1500,120000,975000
Daihatsu,Cuore,1997,Manual,Petrol,850,200000,1785000
Toyota,Corolla 141,2011,Automatic,Petrol,1598,159198,8250000
Toyota,SV 40,1995,Manual,Petrol,1830,229065,3060000
Morris,Minor,1959,Manual,Petrol,1000,123,470000
Toyota,SX 4,2010,Automatic,Petrol,1490,123988,5790000
Mercedes-Benz,C350 E Premium Sport Plus,2016,Automatic,Hybrid,2000,102000,22500000
Toyota,GT86,2014,Automatic,Petrol,2000,66200,20000000
Suzuki,Celerio,2015,Automatic,Petrol,1000,68200,5200000
Honda,Grace EX,2014,Automatic,Hybrid,1500,73000,4750000
Toyota,Allion 240,2003,Automatic,Petrol,1500,110000,7200000
Honda,Fit Shuttle,2012,Automatic,Hybrid,1300,140000,9800000
Mercedes-Benz,CLA 200 Premium Plus,2019,Automatic,Petrol,1300,35000,28500000
Renault,Kwid RXT,2017,Manual,Petrol,800,124000,3425000
Toyota,Allion 260G,2013,Automatic,Petrol,1500,110000,11700000
Hyundai,Sonata,2001,Automatic,Petrol,2000,0,3150000
Toyota,Elephant Back,1996,Manual,Diesel,2000,171205,2250000
Suzuki,Alto 800 LXI,2011,Manual,Petrol,800,77000,3050000
Suzuki,Alto,2015,Manual,Petrol,800,82000,3525000
Micro,Panda,2012,Manual,Petrol,1300,100000,2350000
Opel,Omega,1994,Automatic,Diesel,1970,200000,1100000
Toyota,Aqua,2013,Automatic,Hybrid,1500,113000,7100000
Nissan,FB15 Ex Saloon,2000,Automatic,Petrol,1500,230000,4200000
Suzuki,Spacia Custom Z,2017,Automatic,Hybrid,660,84000,7500000
Nissan,B3 10,1977,Manual,Petrol,1200,982680,650000
Toyota,AQUA,2014,Automatic,Hybrid,1400,165000,8390000
Mercedes-Benz,#REF!,2019,Automatic,Petrol,1500,80000,28750000
Mazda,Kei,2003,Automatic,Petrol,650,140000,3525000
Toyota,Belta,2007,Automatic,Petrol,1300,175000,6850000
Nissan,B11,1984,Manual,Petrol,1300,68523,670000
Audi,A1,2018,Automatic,Petrol,1000,64142,9950000
Suzuki,Swift Center Anternna,2003,Automatic,Petrol,1300,186000,4100000
Toyota,Premio G Superior,2014,Automatic,Petrol,1500,126000,12900000
Mercedes-Benz,C180,2010,Automatic,Petrol,1600,140000,10300000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,130000,11225000
Honda,Grace EX Highest,2016,Automatic,Hybrid,1500,78000,10225000
Toyota,K55,1979,Manual,Petrol,1300,1234,680000
Toyota,Premio,2007,Automatic,Petrol,1500,170000,10200000
Toyota,CT 176,1991,Manual,Diesel,1970,0,1500000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,73500,16500000
Chevrolet,Cruze,2004,Automatic,Petrol,1320,137497,3750000
Toyota,Carina,1998,Automatic,Diesel,1970,275000,4500000
Suzuki,Suzuki,2004,Automatic,Petrol,800,120000,3575000
Suzuki,Alto Sport,2016,Manual,Petrol,799,89000,3690000
Nissan,AD Wagon,1993,Manual,Petrol,1290,272972,2265000
Toyota,Crown MS132,1987,Automatic,Diesel,2440,231000,2850000
Mercedes-Benz,A180,2013,Automatic,Petrol,1600,102000,17000000
Toyota,AXIO,2010,Automatic,Petrol,1500,125000,8250000
Toyota,Passo,2007,Automatic,Petrol,990,144082,4875000
Suzuki,Swift,2003,Automatic,Petrol,1320,109768,4290000
Suzuki,Swift,2004,Automatic,Petrol,1320,127342,4390000
Suzuki,ALTO,2014,Manual,Petrol,800,138815,3385000
Nissan,FB15,2004,Automatic,Petrol,1500,177300,4575000
Mazda,323,1989,Manual,Petrol,1500,256630,1975000
Micro,Panda,2012,Manual,Petrol,1000,74800,2350000
Toyota,Allion,2011,Automatic,Petrol,1500,148000,11350000
Nissan,HB11,1985,Manual,Petrol,1500,198000,1050000
Audi,A4,2010,Automatic,Petrol,1800,138000,9650000
Suzuki,Suzuki,2005,Manual,Petrol,3200,1007000,1700000
Toyota,Carina TI My Road,1999,Automatic,Petrol,1500,182000,4750000
Perodua,Axia,2016,Automatic,Petrol,998,48507,6600000
Suzuki,Baleno,2017,Automatic,Petrol,1200,152000,7300000
Zotye,Z100,2020,Manual,Petrol,1000,10000,3350000
Toyota,Premio,2010,Automatic,Petrol,1500,290000,11500000
Mazda,Familia,1990,Manual,Petrol,1300,142133,790000
Suzuki,Swift Rs Turbo,2017,Automatic,Petrol,1000,88000,8775000
Honda,Grace Ex,2015,Automatic,Hybrid,1500,135000,9580000
Toyota,Corona At 150,1984,Manual,Petrol,1400,127000,490000
Honda,Freed,2014,Automatic,Hybrid,1500,99525,11650000
Peugeot,505,1984,Manual,Diesel,2000,100000,1350000
Nissan,Sunny B11,1985,Manual,Petrol,1500,150000,900000
Audi,A6 C5,2000,Manual,Diesel,1990,176077,4500000
Honda,City,2001,Automatic,Petrol,1500,194000,3500000
Toyota,DUET M100 KA,2000,Automatic,Petrol,1000,160000,2975000
Mercedes-Benz,W124 E220,1996,Manual,Petrol,2200,170000,3700000
Suzuki,Alto,2015,Manual,Petrol,800,58000,3800000
Toyota,Corolla Dx Wagon KE72,1984,Manual,Petrol,1300,284100,1250000
Toyota,Axio G,2016,Automatic,Petrol,1500,118500,11800000
Suzuki,Wagon R,2017,Automatic,Petrol,660,96000,7400000
Mitsubishi,Lancer C12,1985,Manual,Petrol,1500,11111,850000
Suzuki,Esteem,2007,Manual,Petrol,1300,25000,3490000
Suzuki,Maruti,2010,Manual,Petrol,800,20650,2400000
Toyota,Corolla 121,2003,Manual,Petrol,1500,180000,6000000
Nissan,B11,1984,Manual,Petrol,1300,68523,675000
Nissan,Trad Sunny,1989,Manual,Petrol,1300,245000,1590000
Tata,Indigo ECS GLX,2015,Manual,Petrol,1193,41000,3000000
Datsun,HB310,1979,Manual,Petrol,1400,650000,650000
Daihatsu,Copen Robe Convertible,2018,Automatic,Petrol,650,100000,6500000
Honda,FIT GP5,2014,Automatic,Hybrid,1500,92000,8550000
Nissan,HB11,1980,Manual,Petrol,1500,100000,465000
Toyota,CE110,1996,Automatic,Diesel,1970,271500,2890000
Toyota,AE91,1986,Manual,Petrol,1500,291000,1825000
Toyota,Premio G Superior,2018,Automatic,Petrol,1500,25000,18200000
Nissan,B14,1996,Automatic,Petrol,1290,150000,2650000
Perodua,Viva Elite,2010,Automatic,Petrol,1000,137000,4425000
Mazda,Bf105,1983,Manual,Petrol,1500,122455,1350000
Mitsubishi,Lancer Wagon,1987,Manual,Petrol,1400,254556,960000
Nissan,B11,1983,Manual,Petrol,1400,24551,700000
Suzuki,Celerio,2015,Automatic,Petrol,1000,110000,4825000
Suzuki,Swift,2008,Automatic,Petrol,1300,150000,6150000
BMW,523i,2010,Automatic,Petrol,2500,118000,16000000
BMW,520d,2016,Automatic,Diesel,2000,90000,31500000
Suzuki,Alto,2016,Manual,Petrol,800,172495,3800000
Hyundai,Coupe Sport,2002,Automatic,Petrol,2000,130000,4500000
Nissan,Trad Sunny FB12,1988,Manual,Petrol,1500,1111,1875000
Chery,Qq,2011,Manual,Petrol,800,97270,1775000
Mitsubishi,Lancer Box,1982,Manual,Petrol,1200,13690,785000
Suzuki,Alto,2015,Manual,Petrol,800,121000,3450000
Nissan,SUNNY FB15,2002,Automatic,Petrol,1500,135000,4375000
Toyota,Aqua,2012,Automatic,Hybrid,1490,134500,7000000
Nissan,SU13,1991,Automatic,Diesel,2000,350000,2300000
Fiat,127 Mini Cooper Style,1980,Manual,Petrol,900,78000,585000
Daihatsu,MIRA,2015,Automatic,Petrol,650,80000,5375000
Mercedes-Benz,E200,2010,Automatic,Petrol,1800,144500,15800000
Suzuki,Baleno Xt Turbo,2016,Automatic,Petrol,1000,78000,7750000
Mercedes-Benz,C200,2018,Automatic,Petrol,1500,37000,29500000
Perodua,Axia,2017,Automatic,Petrol,998,74937,6490000
Suzuki,Maruti,2008,Manual,Petrol,800,93000,2025000
Mini,Cooper,1969,Manual,Petrol,1300,72722,2900000
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,100000,9875000
Nissan,Y12 Wingroad,2006,Automatic,Petrol,1490,122108,5790000
Toyota,Vitz,2007,Automatic,Petrol,1300,215265,5590000
Nissan,Pulsar,1998,Automatic,Diesel,1970,281036,2750000
Toyota,Vitz,2016,Automatic,Petrol,990,103513,7490000
Nissan,E HB11,1983,Manual,Petrol,1500,200000,1050000
Toyota,Corolla 141,2011,Automatic,Petrol,1598,159178,8275000
Toyota,Axio G Grade,2014,Automatic,Hybrid,1500,123800,9750000
Hyundai,Elantra,2001,Automatic,Petrol,1790,220000,2500000
Honda,FIT GP5,2013,Automatic,Petrol,1500,128000,7590000
Toyota,Lexus 600HL,2011,Automatic,Hybrid,5000,100000,69000000
BMW,Mini Cooper R60,2015,Automatic,Petrol,1600,42000,13500000
Mitsubishi,Lancer,1984,Manual,Petrol,1200,100000,690000
Tata,Indica,2004,Manual,Petrol,1800,120000,1750000
Mazda,Familia BF3V,1989,Manual,Petrol,1250,60000,1080000
Volkswagen,VolksWagon,1970,Manual,Petrol,1200,10000,1275000
Toyota,Premio,1996,Automatic,Petrol,1990,349000,3250000
Mazda,BG5P,1991,Manual,Petrol,1500,180000,1570000
Daihatsu,Mira,2000,Automatic,Petrol,650,218000,3200000
Suzuki,Alto Sport,2013,Manual,Petrol,800,112000,3450000
Toyota,Vitz Safety Edition,2017,Automatic,Petrol,1000,69400,8475000
Toyota,Allion 260 G,2008,Automatic,Petrol,1500,170000,9500000
Toyota,Vitz,2008,Automatic,Petrol,1000,170000,5395000
Honda,Fit GP5,2015,Automatic,Hybrid,1500,135000,8560000
Nissan,FB15,2000,Automatic,Petrol,1500,165000,3975000
Hyundai,Accent,2000,Manual,Petrol,1341,96000,2400000
Toyota,Belta,2008,Automatic,Petrol,1300,201500,6875000
Toyota,Deluxe,1974,Manual,Petrol,1200,100000,925000
Nissan,Leaf Aero,2014,Automatic,Electric,70,80000,6900000
Toyota,Corona,1985,Manual,Petrol,1500,247000,850000
Toyota,Axio,2013,Automatic,Hybrid,1500,104000,8950000
Toyota,Vitz,2015,Automatic,Petrol,1000,96200,7700000
Audi,A4 S Line,2018,Automatic,Petrol,1400,56000,24900000
Suzuki,Wagon R,2016,Automatic,Petrol,660,29000,6200000
Honda,Grace Ex,2015,Automatic,Petrol,1500,113000,10500000
Toyota,Axio WXB,2017,Automatic,Petrol,1500,136000,12700000
Honda,EF2,1991,Manual,Petrol,1490,242424,1825000
Mitsubishi,Lancer Box,1982,Manual,Petrol,1400,95000,590000
Suzuki,Celerio,2014,Automatic,Petrol,1000,119000,4425000
Toyota,Aqua,2014,Automatic,Hybrid,1500,128000,7890000
Toyota,Premio,2016,Automatic,Petrol,1500,40000,16750000
Suzuki,Alto K10,2015,Manual,Petrol,1000,140000,3900000
Toyota,Premio,2017,Automatic,Petrol,1500,43500,16250000
Mercedes-Benz,C180,2016,Automatic,Petrol,1500,100000,22500000
Suzuki,Wagon R Fz Safety,2014,Automatic,Petrol,650,67925,5400000
Toyota,Avanza,2010,Manual,Petrol,1300,133500,6550000
Perodua,Bezza,2018,Automatic,Petrol,1000,110000,6390000
Nissan,N16 Super Saloon,2003,Manual,Petrol,1300,180000,4000000
Ford,Laser,2003,Manual,Petrol,1500,341000,3000000
Honda,FIT GP1,2012,Automatic,Petrol,1300,95500,6800000
Toyota,Corolla AE110,1996,Manual,Petrol,1500,200000,2950000
Micro,Panda,2017,Manual,Petrol,1000,57000,3290000
Mercedes-Benz,C180 Kompressor,2011,Automatic,Petrol,1600,95000,11075000
Nissan,B310,1984,Manual,Petrol,1400,12348,495000
Suzuki,Wagon R FX,2017,Automatic,Petrol,660,86000,6150000
Isuzu,Gemini JT600,1991,Manual,Diesel,1500,267000,975000
Nissan,HB12,1987,Manual,Petrol,1300,314675,1075000
Mitsubishi,Lancer Tredia,1986,Manual,Petrol,1400,2000,600000
Toyota,Camry,1994,Manual,Diesel,1900,150000,1990000
Toyota,Corolla EE102 DX Wagon Elephant Back,1996,Manual,Petrol,1300,275000,2800000
Nissan,TEANA 230JK,2013,Automatic,Petrol,2500,100000,9800000
Kia,Optima,2011,Automatic,Petrol,2000,1800000,13250000
Toyota,Platz,1999,Automatic,Petrol,990,154236,3650000
Suzuki,Alto Japan,2017,Automatic,Petrol,650,97000,5550000
Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,87500,6550000
Honda,FIT Shuttle GP7,2015,Automatic,Hybrid,1490,67000,13450000
Honda,FIT GP1 10th Anniversary,2010,Automatic,Hybrid,1330,134380,6450000
Mitsubishi,Lancer C12,1986,Manual,Petrol,1500,35000,550000
Toyota,Axio Fielder,2013,Automatic,Petrol,1500,156000,9250000
Volkswagen,Beetle,2017,Automatic,Petrol,1200,51530,16500000
Toyota,Allion 240,2002,Automatic,Petrol,1500,195000,7150000
Nissan,SUNNY,1999,Manual,Petrol,1290,120000,3550000
Mercedes-Benz,E300,2015,Automatic,Diesel,2200,70000,24700000
Toyota,Axio,2016,Automatic,Petrol,1500,123,13500000
Audi,A3 Sedan,2017,Automatic,Petrol,1390,97000,19000000
Mazda,Familia,1987,Manual,Petrol,1300,69466,800000
Mazda,Axela,2010,Automatic,Petrol,1490,135000,7650000
