Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price Rs.
Nissan,B11,1984,Manual,Petrol,1300,225000,775000
Toyota,EFI Tercel,1999,Manual,Petrol,1300,153453,2750000
Toyota,Carina,1986,Manual,Petrol,1500,100,950000
Toyota,106,1996,Automatic,Diesel,2000,150000,2750000
Toyota,Corolla AE81,1986,Manual,Petrol,1500,123,1375000
Toyota,Axio,2015,Automatic,Hybrid,1500,147000,11000000
Opel,Astra,1998,Manual,Petrol,1400,150000,1575000
Toyota,Aqua X Urban,2015,Automatic,Petrol,1500,136000,9450000
Suzuki,Estilo,2010,Manual,Petrol,1000,77000,3975000
Mitsubishi,Lancer C12 Glx,1983,Manual,Petrol,1400,94000,690000
Tata,Nano,2015,Manual,Petrol,650,180000,1810000
Nissan,HB11,1985,Manual,Petrol,1500,50000,800000
Ford,Figo,2013,Automatic,Petrol,1600,62500,4250000
Nissan,Y10 AD Wagon,1997,Automatic,Petrol,1300,150000,2350000
Toyota,Premio,2012,Automatic,Petrol,1500,124300,12700000
Toyota,PRIUS,2014,Automatic,Hybrid,1800,130000,11590000
Datsun,Wagon,1978,Manual,Petrol,1200,120000,300000
Hyundai,Elantra,2014,Automatic,Petrol,1500,113000,6750000
Toyota,Carina,1988,Manual,Diesel,2500,80000,775000
Toyota,Corona Wagon,1991,Manual,Petrol,1500,106000,1400000
Toyota,Vitz,2015,Automatic,Petrol,990,93000,8000000
Toyota,Yaris X Grade,2023,Manual,Petrol,990,23699,10550000
Mercedes-Benz,C200 Premium Plus,2019,Automatic,Petrol,1500,84000,29500000
Toyota,Yaris X Grade,2022,Automatic,Petrol,990,30762,10850000
Nissan,Wingroad,1999,Automatic,Petrol,1500,150000,3300000
Honda,Fit GP5,2014,Automatic,Petrol,1500,120000,8400000
Chery,QQ,2007,Manual,Petrol,800,52000,1600000
Perodua,Kancil Mira 850,1997,Manual,Petrol,850,103836,1875000
Toyota,Vitz,1999,Automatic,Petrol,990,167000,4290000
Daihatsu,Charade,1990,Manual,Petrol,1300,0,1475000
Suzuki,Wagon R Custom ZT Turbo UPGRADE LIMITED,2023,Automatic,Petrol,660,2500,9750000
Toyota,Prius,2010,Automatic,Hybrid,1500,150000,7495000
Toyota,Premio G Superior,2017,Automatic,Petrol,1500,106000,17000000
Toyota,Corolla AE81,1988,Manual,Petrol,1500,123456,1000000
Nissan,Presea R11,1997,Automatic,Petrol,1500,310000,2750000
Toyota,Camry,1992,Automatic,Diesel,2000,153000,875000
Toyota,Dx Wagon GL,1987,Manual,Petrol,1300,112,1590000
Suzuki,Solio,2015,Automatic,Petrol,1242,92000,7500000
Toyota,Camry CV30,1992,Manual,Diesel,2000,345960,1695000
Ford,Familia Bf3pf,1986,Manual,Petrol,1300,185000,1175000
Toyota,Corolla AE110,1996,Manual,Petrol,1490,200000,2950000
Suzuki,Swift,1998,Manual,Petrol,1000,123456,1850000
Toyota,Camry,1999,Automatic,Diesel,2000,287000,2290000
Proton,Wira,2001,Manual,Petrol,1500,12345,2300000
Suzuki,Alto,2006,Manual,Petrol,800,89000,2650000
Toyota,Corolla CE 121,2002,Automatic,Diesel,2184,305000,5750000
Toyota,Vitz,2016,Automatic,Petrol,990,104000,7950000
Daewoo,Nubira,1999,Manual,Petrol,1550,123000,2225000
Perodua,Viva Elite,2012,Automatic,Petrol,1000,141000,4700000
Chery,Qq,2012,Manual,Petrol,800,96000,2050000
Nissan,Prairie RX,2000,Automatic,Petrol,1994,100000,2450000
Toyota,Starlet Reflet,1998,Automatic,Diesel,1500,210945,3625000
Toyota,Prius,2013,Automatic,Hybrid,1800,112000,11000000
Hyundai,SONATA GLS 16V,2000,Automatic,Diesel,2200,143976,2300000
Suzuki,Maruti,2004,Manual,Petrol,800,24000,1750000
BMW,LWB Individual Premium,2017,Automatic,Hybrid,2000,52000,54450000
Honda,Accord Cf3,1999,Automatic,Petrol,1800,123456,3990000
Toyota,YARIS,2011,Automatic,Petrol,1300,110000,7550000
Hyundai,Elantra GLS,2011,Automatic,Petrol,1600,135000,6990000
Daihatsu,Charade,1988,Manual,Diesel,1500,100000,1175000
Isuzu,Gemini,1988,Manual,Diesel,1500,100000,1175000
Honda,Accord,2004,Automatic,Petrol,2400,141000,5700000
Toyota,PREMIO NZT260 G SUPERIOR,2020,Automatic,Petrol,1490,69500,19250000
Suzuki,Maruti,2013,Manual,Petrol,800,83000,2400000
Honda,Insight,2011,Automatic,Petrol,1300,171950,7450000
Suzuki,Maruti,2007,Manual,Petrol,800,103000,1950000
Nissan,Sylphy,2013,Automatic,Petrol,1600,145000,9700000
Toyota,Corolla Sprinter EE111,1997,Automatic,Petrol,1330,235000,3600000
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,77800,9475000
Nissan,March,2003,Automatic,Petrol,1300,160000,3590000
Mercedes-Benz,CLA 180 AMG,2017,Automatic,Petrol,1600,46000,24000000
Toyota,Corona,1985,Manual,Diesel,1500,138000,1485000
BMW,318i,2018,Automatic,Petrol,1500,85000,24500000
Suzuki,Celerio ZXI,2015,Manual,Petrol,1000,105000,4925000
Toyota,Allion 260 G Grade,2007,Automatic,Petrol,1500,149000,9300000
Toyota,IST FL GRADE,2004,Automatic,Petrol,1300,181000,5650000
Toyota,Allion,2011,Automatic,Petrol,1500,105000,9700000
Bajaj,Qute,2019,Manual,Petrol,216,40000,1325000
Toyota,Vitz,2008,Automatic,Petrol,1000,155000,5750000
Toyota,Aqua G Grade,2013,Automatic,Petrol,1490,129650,7950000
Fiat,Linea,2011,Manual,Petrol,1368,115000,3100000
Mercedes-Benz,Cla 200 Amg Line,2019,Automatic,Petrol,1300,42000,26600000
Kia,Rio,2003,Manual,Petrol,1500,135000,2400000
Toyota,Aqua,2012,Automatic,Hybrid,1500,200000,7375000
Kia,Picanto,2016,Automatic,Petrol,1000,107000,5890000
Mitsubishi,Mirage CJ1A,1996,Automatic,Petrol,1300,250000,3500000
Nissan,Pulsar,1997,Automatic,Petrol,1490,135000,3165000
Micro,Trend,2011,Manual,Petrol,1000,105000,1850000
Nissan,Sunny,1997,Automatic,Diesel,1970,180000,3075000
Nissan,Cefiro,2003,Automatic,Petrol,2000,65000,3750000
Toyota,PREMIO G,2019,Automatic,Petrol,1500,65000,20200000
Suzuki,Alto Japan,2016,Automatic,Petrol,650,110000,5450000
Honda,Fit Gp1,2012,Automatic,Hybrid,1330,123000,6450000
Toyota,Starlet GT NP80,1993,Manual,Diesel,1500,1234,3100000
Mitsubishi,Galant,1986,Manual,Petrol,1600,0,795000
BMW,520d,2012,Automatic,Diesel,2000,49000,21990000
Peugeot,508,2011,Automatic,Petrol,1600,80000,14000000
Suzuki,Maruti,2005,Manual,Petrol,800,75000,1685000
BMW,520D M Sport,2015,Automatic,Diesel,2000,103000,30500000
Toyota,Aqua,2017,Automatic,Hybrid,1500,127000,9800000
BMW,520D,2012,Automatic,Diesel,2000,173000,26500000
Suzuki,Wagon R Custom Z,2025,Automatic,Hybrid,660,450,9580000
Honda,Fit Shuttle GP2,2012,Automatic,Hybrid,1330,148000,8975000
Toyota,Allion,2013,Automatic,Petrol,1490,124200,12400000
Toyota,Axio Wxb,2018,Automatic,Hybrid,1500,86000,15100000
Perodua,Axia,2015,Automatic,Petrol,998,104,5790000
Toyota,Passo,2015,Automatic,Petrol,1000,76000,6600000
Suzuki,Maruti,2006,Manual,Petrol,800,98000,1985000
Suzuki,Swift,2003,Automatic,Petrol,1320,175000,4275000
Toyota,Corona,1990,Manual,Petrol,1500,123456,1970000
Suzuki,Estilo,2010,Manual,Petrol,1000,240000,3500000
Nissan,Dayz,2023,Automatic,Hybrid,660,3990,8500000
Suzuki,Wagon R Stingray,2017,Automatic,Petrol,660,158000,7100000
Kia,Cerato,2011,Automatic,Petrol,1600,196000,6100000
Toyota,Axio G Grade,2017,Automatic,Hybrid,1500,132423,12700000
Toyota,Passo,2016,Automatic,Petrol,1000,140000,7450000
BMW,740i M Sport,2014,Automatic,Petrol,2979,41000,37500000
Micro,Panda Cross,2018,Automatic,Petrol,1000,70000,3795000
BMW,318i Msport,2017,Automatic,Petrol,1500,69000,21500000
Toyota,Vitz,2018,Automatic,Petrol,990,135000,8650000
BMW,520D,2015,Automatic,Diesel,2000,160000,29000000
Toyota,Carina Aa60,1983,Manual,Petrol,1500,123546,650000
Toyota,Axio WXB,2017,Automatic,Petrol,1500,116800,13000000
Toyota,Premio,2010,Automatic,Petrol,1490,110000,11600000
Nissan,N16 Bluebird Sylphy,2002,Automatic,Petrol,1500,195000,5100000
Toyota,Ee103 Elephant Back,1999,Automatic,Petrol,1500,167000,3050000
Nissan,FB14,2000,Manual,Petrol,1500,200000,3790000
Toyota,Allion 240,2002,Automatic,Petrol,1800,205000,6950000
Mitsubishi,Lancer Box,1983,Manual,Petrol,1400,340000,775000
Suzuki,Alto 800,2014,Manual,Petrol,800,160000,3550000
Nissan,G11 Bluebird Sylphy,2011,Automatic,Petrol,1500,168000,7550000
Toyota,Vitz,2008,Automatic,Petrol,1000,134410,5695000
Toyota,Premio 260,2010,Automatic,Petrol,1500,180000,10500000
Toyota,Aqua G Grade,2014,Automatic,Petrol,1500,220000,7900000
Toyota,Starlet Ep71 Ep76 Glanza Gt,1988,Manual,Petrol,1300,123456,2650000
Suzuki,Balenco,2002,Manual,Petrol,1500,150000,2700000
Toyota,Carina,1984,Manual,Petrol,1450,300000,1700000
Suzuki,Alto L Safety,2024,Automatic,Petrol,660,4750,7195000
Toyota,Aqua,2014,Automatic,Hybrid,1500,130000,7575000
Mercedes-Benz,W124,1997,Manual,Petrol,2200,173000,3750000
Micro,Baic X25,2018,Automatic,Petrol,1500,70000,6650000
Toyota,Belta,2007,Automatic,Petrol,1000,150000,6400000
Mazda,BHALP Butterfly,1999,Automatic,Petrol,1500,180000,1800000
Suzuki,Maruti 800,2012,Manual,Petrol,800,900000,2590000
Nissan,B310,1979,Manual,Petrol,1200,123456,575000
Honda,CIVIC,2012,Automatic,Hybrid,1300,98400,8800000
Daihatsu,Charade,1985,Manual,Petrol,1000,78000,1650000
Nissan,March K11,2001,Automatic,Petrol,1000,123000,3525000
Toyota,Aqua S Limited,2014,Automatic,Hybrid,1500,147722,7790000
BMW,530e,2018,Automatic,Electric,2000,76000,32500000
Nissan,FB14 EX Saloon,1996,Automatic,Diesel,1970,290000,2750000
Suzuki,Hustler,2024,Automatic,Hybrid,660,14200,8350000
Nissan,FB14,1996,Manual,Petrol,1500,200000,2850000
Tata,Indica EV 2 Extra GLX,2015,Manual,Petrol,1190,67575,2775000
BMW,318i M Sport,2018,Automatic,Petrol,1500,73000,21500000
Mercedes-Benz,C160,2018,Automatic,Petrol,1600,74000,21000000
BMW,530e,2017,Automatic,Hybrid,2000,69000,36500000
Honda,Insight ZE3,2012,Automatic,Hybrid,1500,160000,8600000
Nissan,B14,1994,Manual,Petrol,1400,200000,2290000
Ford,Festiva,1993,Manual,Petrol,1300,124000,1750000
Suzuki,Wagon Z,2023,Automatic,Petrol,660,1000,9750000
Nissan,Bluebird Sylphy,2008,Automatic,Petrol,1500,133000,7600000
Suzuki,Swift Dzire Sedan,2010,Manual,Petrol,1200,186000,3600000
Honda,Grace,2016,Automatic,Hybrid,1500,69000,11500000
Honda,Fit Shuttle,2012,Automatic,Hybrid,1300,145000,9300000
Audi,A4 1.8T,2011,Automatic,Petrol,1800,110000,12500000
Toyota,Corolla 110 SE Premium Plus,1998,Automatic,Petrol,1500,180000,4250000
Bajaj,Qute,2019,Manual,Petrol,210,19000,1390000
Mazda,Mazda,2002,Automatic,Petrol,1500,236000,4200000
Toyota,Corolla L EE96V DX Wagon,1989,Manual,Petrol,1290,100000,1550000
Fiat,Grande Punto,2007,Automatic,Petrol,1400,189000,3190000
Mazda,Rx-8,2009,Automatic,Petrol,1300,66000,9200000
Toyota,Aqua,2013,Automatic,Petrol,1500,150000,7390000
Toyota,DX Wagon,1983,Manual,Petrol,1300,148000,1275000
Nissan,Teana,2003,Automatic,Petrol,2300,164000,5850000
Mitsubishi,Lancer Box,1983,Manual,Petrol,1200,116000,1150000
Toyota,Prius,2013,Automatic,Hybrid,1790,194700,9350000
Nissan,Dayz,2020,Automatic,Petrol,650,80000,6100000
Toyota,Platz,2000,Manual,Petrol,1000,162000,3500000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,130500,8525000
Honda,N Box,2014,Automatic,Petrol,660,53000,7175000
Nissan,Super Saloon,2000,Automatic,Petrol,1600,150000,4000000
Nissan,N16 Sunny,2011,Automatic,Petrol,1300,130000,5990000
Mitsubishi,Minica,2004,Manual,Petrol,650,1895000,1895000
BMW,525i,2003,Automatic,Petrol,2494,50000,9100000
Toyota,Prius,2013,Automatic,Petrol,1800,174000,11950000
Mazda,929,1992,Manual,Diesel,2200,152855,1050000
Toyota,Corolla 2,1989,Automatic,Diesel,1500,200000,1775000
Honda,CIVIC,2010,Automatic,Petrol,1600,137000,8200000
Nissan,PRESEA,1997,Automatic,Petrol,1490,169900,750000
Toyota,Starlet EP91,1999,Automatic,Diesel,1500,165000,3675000
Nissan,FB15,2000,Automatic,Petrol,1300,147000,3750000
Mazda,6,2014,Automatic,Petrol,2000,102050,14700000
BMW,520D,2014,Automatic,Petrol,2000,80000,28500000
Nissan,Presea,1993,Manual,Petrol,1500,240000,500000
Perodua,Kelisa,2002,Manual,Petrol,990,137000,2650000
Toyota,IST,2007,Automatic,Petrol,1500,136000,7250000
Honda,Jade,2015,Automatic,Petrol,1490,120000,110000000
BMW,740Le M SportG12,2019,Automatic,Hybrid,1998,44400,57500000
Suzuki,Wagon R Custom ZX TURBO UPGRADE,2023,Automatic,Petrol,660,2500,9775000
Suzuki,Hustler,2023,Automatic,Petrol,650,16856,8400000
Suzuki,WAGON R ZX CUSTOM,2024,Automatic,Hybrid,660,6700,9700000
Honda,Insight Ze4 US Sensing,2019,Automatic,Hybrid,1500,86000,18500000
Honda,Grace EX Sensing,2018,Automatic,Hybrid,1500,92000,13300000
Honda,Grace,2014,Automatic,Hybrid,1490,6811,9790000
Mini,Bmw Cooper,2017,Automatic,Petrol,1200,55000,15800000
Suzuki,Wagon R Custom ZX,2024,Automatic,Petrol,660,750,9475000
Daihatsu,Boon Cliq,2018,Automatic,Petrol,1000,54000,8500000
Honda,Grace,2015,Automatic,Petrol,1450,141350,10500000
Toyota,Vitz,2017,Automatic,Petrol,990,88095,8290000
Toyota,Aqua,2013,Automatic,Hybrid,1490,126209,7890000
Toyota,Axio G,2014,Automatic,Hybrid,1500,158000,9340000
Suzuki,Spacia,2017,Automatic,Petrol,660,48045,6400000
Toyota,Allion 260,2013,Automatic,Petrol,1500,110000,12400000
Audi,A1,2016,Automatic,Petrol,999,35841,9800000
Toyota,AXIO NZE 141,2007,Automatic,Petrol,1500,182000,7650000
Kia,Optima HIGHEST SPEC,2012,Automatic,Petrol,1980,162000,10500000
Peugeot,508 GT Line Executive,2011,Automatic,Petrol,1590,65000,10500000
Honda,Accord LX,2004,Automatic,Petrol,2390,152000,4950000
Nissan,Pulsar FN 15 FN15,1999,Automatic,Petrol,1500,141000,3075000
Honda,FIT GE6,2008,Automatic,Petrol,1328,170000,5850000
BMW,225XE I PerformanceF45,2017,Automatic,Hybrid,1499,21550,19000000
Mini,Cooper S,2008,Manual,Petrol,1600,142000,8500000
Honda,FIT GE6,2012,Automatic,Petrol,1330,78800,7200000
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,600,67500,7650000
BMW,520d,2012,Automatic,Diesel,2000,173477,21000000
Toyota,Premio,2012,Automatic,Petrol,1500,154000,11500000
Toyota,Avanza G,2010,Manual,Petrol,1300,121000,6350000
Toyota,DX Wagon GL,1986,Manual,Petrol,1490,200000,1625000
Toyota,Axio,2015,Automatic,Petrol,1500,172000,10500000
Toyota,Aqua,2015,Automatic,Hybrid,1500,121000,9075000
Toyota,KT 147,1985,Manual,Petrol,1500,123456,880000
Mini,CROSSOVER,2014,Automatic,Petrol,1600,53000,16500000
Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,140000,7425000
Suzuki,Wagon R FX SafetyHybrid,2023,Automatic,Hybrid,660,2000,8650000
Toyota,Axio Wxb,2017,Automatic,Hybrid,1500,155900,12750000
Peugeot,508,2016,Automatic,Diesel,2000,171000,18200000
Renault,KWID,2016,Manual,Petrol,800,74820,3585000
Toyota,110 Sprinter Xe Vintage,1997,Manual,Diesel,2000,165000,3500000
Toyota,Prius,2012,Automatic,Petrol,1800,175000,11000000
Toyota,CAMRY CV30,1995,Automatic,Diesel,1970,1234,1790000
Toyota,Prius,2012,Automatic,Petrol,1800,161000,11000000
Mercedes-Benz,C200 Premium Sport,2019,Automatic,Petrol,1500,29000,26900000
Mini,Cooper,1998,Automatic,Petrol,1300,86842,3950000
Toyota,Allion 260,2008,Automatic,Petrol,1500,230000,8850000
Suzuki,Wagon R Stingray,2017,Automatic,Hybrid,660,63600,7300000
Toyota,Allion 260,2010,Automatic,Petrol,1500,145000,10500000
Honda,Fit Gp5,2015,Automatic,Hybrid,1500,122000,8550000
Honda,GD8,2005,Automatic,Petrol,1500,1420000,4890000
Audi,A3,2017,Automatic,Petrol,100,86000,12800000
Mercedes-Benz,W 210,2000,Manual,Diesel,2500,170000,6200000
Mazda,Familia 323,2000,Automatic,Petrol,1500,2,3695000
Morris,Minor,1954,Manual,Petrol,1000,125000,2350000
Suzuki,Spacia,2018,Automatic,Petrol,650,68000,8495000
Toyota,Corolla CE96 Wagon,1994,Manual,Diesel,1850,220000,1830000
Nissan,B11 Long Buffer,1985,Manual,Petrol,1300,12345,845000
Daihatsu,MIRA,2023,Automatic,Petrol,650,4000,7150000
Mini,Cooper,1998,Automatic,Petrol,1300,42000,3300000
Mercedes-Benz,E350e,2017,Automatic,Hybrid,2000,85000,30800000
Mercedes-Benz,E250,2011,Automatic,Petrol,2000,92000,19000000
Toyota,Allion 260 G Plus,2017,Automatic,Petrol,1500,101000,15350000
Honda,Grace,2014,Automatic,Hybrid,1496,147500,9290000
Honda,Grace,2015,Automatic,Petrol,1500,125000,9850000
Mazda,Familia BJ5,2000,Automatic,Petrol,1500,120000,3475000
Toyota,Vitz,2016,Automatic,Petrol,1000,68000,7990000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,151000,8150000
Nissan,FB14,1998,Automatic,Petrol,1395,45000,3200000
Toyota,Prius,2012,Automatic,Petrol,1800,140000,10500000
Honda,FIT GP1,2011,Automatic,Hybrid,1360,145000,6575000
Toyota,Aqua,2012,Automatic,Hybrid,1490,170000,7590000
Hyundai,Accent,2011,Automatic,Diesel,1600,165000,6500000
Suzuki,Celerio,2017,Automatic,Petrol,1000,89000,5050000
Mercedes-Benz,E300,2015,Automatic,Diesel,2000,115000,20500000
Toyota,Axio G Grade,2015,Automatic,Hybrid,1500,68000,11400000
Toyota,Prius,2013,Automatic,Hybrid,1800,160000,9450000
Suzuki,Maruti,2007,Manual,Petrol,800,120000,1850000
Fiat,Uno,1998,Manual,Petrol,1000,165000,1475000
Toyota,Camry,1991,Manual,Diesel,2000,185000,2500000
Mercedes-Benz,GLA200 AMG Premium Plus,2018,Automatic,Petrol,1600,60000,23000000
Suzuki,SX4,2008,Automatic,Petrol,1500,130000,5375000
Suzuki,SX4,2009,Automatic,Petrol,1500,180300,5200000
Toyota,CE110,1997,Automatic,Diesel,1970,440000,3800000
Toyota,Corolla 121,2001,Automatic,Petrol,1600,220000,5950000
Daihatsu,Mira X Limited Safety,2024,Automatic,Petrol,660,7000,7550000
Nissan,SB14,1999,Automatic,Diesel,2000,250000,3525000
Proton,Saga,2024,Automatic,Petrol,1300,22000,7950000
Ford,Fiesta,2011,Automatic,Petrol,1430,122000,7000000
Toyota,Avanza,2010,Manual,Petrol,1300,187000,6990000
Toyota,Prius,2011,Automatic,Hybrid,1800,163000,9190000
Toyota,Premio,2011,Automatic,Petrol,1500,100457,12150000
Suzuki,A-star,2012,Manual,Petrol,1000,142000,3800000
Toyota,Premio,2019,Automatic,Petrol,1500,105000,19000000
Mercedes-Benz,E300,2015,Automatic,Diesel,220,150000,17900000
Toyota,Corolla KE72,1983,Manual,Petrol,1300,147000,1300000
Mazda,Alto Japan,2002,Manual,Petrol,650,122457,3200000
Toyota,Corolla EE90,1989,Manual,Petrol,1300,0,1500000
Honda,Civic FD3,2008,Automatic,Hybrid,1300,171500,6980000
Honda,Civic,2018,Automatic,Petrol,1000,91000,13500000
Honda,Grace,2014,Automatic,Hybrid,1500,163000,9675000
Mitsubishi,Econo,1985,Manual,Petrol,650,68688,575000
Renault,Kwid,2016,Manual,Petrol,800,81000,3435000
Subaru,Wrx 9,2002,Automatic,Petrol,2000,165000,11000000
Suzuki,A-Star VXI,2010,Manual,Petrol,998,70000,3850000
Suzuki,Alto 800 Lxi,2015,Manual,Petrol,800,86000,3630000
Toyota,Prius,2013,Automatic,Petrol,1000,150000,10500000
Mitsubishi,Ek Wagon,2018,Automatic,Petrol,650,88851,6800000
Suzuki,ALTO,2015,Manual,Petrol,800,140000,3750000
Suzuki,Alto Japan,2023,Automatic,Petrol,660,20000,7475000
Toyota,Premio,2011,Automatic,Petrol,1500,105000,12000000
Daihatsu,Mira,2024,Automatic,Petrol,660,2000,7350000
Audi,A3,2016,Automatic,Petrol,1800,99000,17300000
Mazda,Axela,2013,Automatic,Hybrid,2000,147000,12200000
Honda,GRACE EX,2016,Automatic,Hybrid,1500,104000,11500000
Toyota,Starlet Np70,1989,Manual,Diesel,1450,224000,1350000
Mazda,G23,1992,Manual,Petrol,1300,154000,1600000
Toyota,Axio 165,2015,Automatic,Hybrid,1500,100200,10500000
Mercedes-Benz,CLA 180,2020,Automatic,Petrol,1330,32000,25500000
Toyota,Axio 165,2015,Automatic,Hybrid,1500,102000,10500000
BMW,520D,2013,Automatic,Diesel,2000,108000,23000000
Toyota,BELTA,2009,Automatic,Petrol,1000,125000,6650000
Mazda,Axela,2014,Automatic,Hybrid,2000,137000,11975000
Honda,N WGN,2017,Automatic,Petrol,650,91031,6995000
Mercedes-Benz,C 300,2016,Automatic,Diesel,2143,64000,22500000
Nissan,Wingroad,1996,Manual,Petrol,1500,125173,2650000
Toyota,Corolla,1991,Manual,Diesel,1850,170000,1900000
Suzuki,Hustler,2024,Automatic,Hybrid,650,5151,8790000
Nissan,B13,1990,Manual,Diesel,2222,11111,1800000
Suzuki,Wagon R Fx,2023,Automatic,Petrol,650,20261,7850000
Nissan,Pulsar CJ 1,1997,Automatic,Diesel,1990,300000,2375000
Nissan,FB15,2001,Manual,Petrol,1500,112000,3950000
Toyota,Aqua,2013,Automatic,Hybrid,1490,112205,7995000
Isuzu,Gemini,1988,Manual,Diesel,1500,235000,840000
Suzuki,Celerio,2015,Automatic,Petrol,1000,154044,5385000
Toyota,Corolla EE96,1998,Manual,Petrol,1290,100000,1650000
Toyota,Axio,2007,Automatic,Petrol,1500,113000,7750000
BMW,520D,2012,Automatic,Diesel,2000,156000,21000000
Toyota,Camry G,2008,Automatic,Petrol,1360,180000,2750000
Toyota,Soluna,2002,Manual,Petrol,1500,100000,3900000
Audi,A3,2018,Automatic,Petrol,1500,84000,15000000
Nissan,Ad Wagon,1984,Manual,Petrol,1300,100000,675000
Toyota,Corolla DX KE 74,1989,Manual,Petrol,1500,200000,1495000
Toyota,Allion 260,2011,Automatic,Petrol,1500,122000,10450000
Toyota,Premio,2018,Automatic,Petrol,1500,115527,17400000
Suzuki,Maruti,2011,Manual,Petrol,800,35000,2185000
BMW,525,2002,Automatic,Petrol,2500,80000,8000000
Zotye,Z100,2020,Manual,Petrol,1000,33000,3400000
Mitsubishi,Lancer Flat Light,1978,Manual,Petrol,1200,0,550000
Isuzu,Gemini,1993,Manual,Diesel,1590,125649,1475000
Honda,Grace Ex Sensing,2018,Automatic,Hybrid,1500,90000,13500000
Toyota,Prius,2008,Automatic,Petrol,1490,189000,6600000
Nissan,FB15 Super Saloon,2001,Automatic,Petrol,1500,161000,4200000
Toyota,AQUA,2014,Automatic,Hybrid,1500,82000,8300000
Nissan,Trad Sunny SB12,1989,Manual,Diesel,1800,475000,1475000
Audi,A5 S Line,2018,Automatic,Petrol,1400,42000,26900000
Suzuki,Maruti,2005,Manual,Petrol,800,78000,1900000
Toyota,Premio,2007,Automatic,Petrol,1500,180000,9750000
Nissan,March K10 Sport,1990,Manual,Petrol,980,75000,1175000
BMW,118i,2010,Automatic,Petrol,1995,39740,17500000
Hyundai,Accent,2001,Manual,Petrol,1300,136000,2400000
Nissan,Ad Wagon,1999,Automatic,Petrol,1300,100250,2900000
Nissan,Ad Wagon,1999,Automatic,Petrol,1300,228365,3425000
Nissan,AD Wagon VFY11,2000,Automatic,Petrol,1500,186000,3350000
Mercedes-Benz,W204 C180 AMG CGI,2011,Automatic,Petrol,1800,170,12000000
Mercedes-Benz,E200,2010,Automatic,Diesel,1800,115000,14850000
Mercedes-Benz,C220,2002,Automatic,Diesel,2000,150000,6750000
Suzuki,Wagon R FZ Premium,2018,Automatic,Petrol,800,92000,6650000
BMW,530e M Sport,2017,Automatic,Hybrid,2000,50000,35000000
Toyota,Dx Ke72,1987,Manual,Petrol,1300,222222,625000
Perodua,Viva Elite,2011,Manual,Petrol,1000,101800,3975000
Suzuki,Wagon R Fx,2023,Automatic,Hybrid,650,2680,8375000
Toyota,Allion 240,2002,Automatic,Petrol,1490,220000,7050000
Toyota,Vitz,2016,Automatic,Petrol,1000,94367,7800000
Peugeot,404 Classic Safari,1974,Manual,Petrol,1200,147000,1175000
Daihatsu,Leone,1992,Manual,Petrol,1300,120000,675000
Toyota,Vitz,2017,Automatic,Petrol,990,101000,8490000
Suzuki,A-Star,2011,Manual,Petrol,1000,96000,3975000
Perodua,Kenari,2007,Automatic,Petrol,1000,110000,3480000
Mercedes-Benz,C350e Sport Premium,2016,Automatic,Hybrid,1991,87000,24000000
Toyota,Axio,2014,Automatic,Hybrid,1500,97000,9375000
Toyota,PREMIO,2017,Automatic,Petrol,1500,83800,17850000
Daihatsu,Cuore,1994,Manual,Petrol,850,1,1350000
Toyota,Premio 240,2006,Automatic,Petrol,1790,145000,7500000
Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,92000,2465000
Toyota,Prius,2013,Automatic,Petrol,1800,160000,12150000
Suzuki,Wagon R Custom Z,2023,Automatic,Hybrid,660,3398,9700000
Hyundai,Accent,2011,Automatic,Diesel,1600,165000,7000000
Toyota,Allion 260,2008,Automatic,Petrol,1500,117000,9150000
Mini,Mini,1999,Manual,Petrol,1300,94500,3350000
Toyota,Aqua G Grade,2014,Automatic,Hybrid,1400,165000,8375000
Honda,Civic SR,2017,Automatic,Petrol,1000,30569,14000000
Toyota,Passo,2008,Automatic,Petrol,1000,122000,5050000
BMW,318i LCI Special Edition,2009,Manual,Petrol,2000,141000,10500000
Toyota,AE110 Rivera,1999,Automatic,Petrol,1500,110000,4850000
Mercedes-Benz,C180 Cabriolet Convertible,2017,Automatic,Petrol,1590,20000,28000000
Volkswagen,VolksWagon,1972,Manual,Petrol,1300,15000,2100000
Honda,Fit GP1,2011,Automatic,Hybrid,1300,121000,6650000
Toyota,Corolla,1997,Automatic,Diesel,1999,123456,2800000
Peugeot,406,2000,Automatic,Petrol,1990,148000,3450000
Suzuki,Wagon R FZ,2015,Automatic,Hybrid,660,155000,5590000
Nissan,Y10,1999,Automatic,Petrol,1500,300100,3325000
Daihatsu,Mira X Limited LED,2024,Automatic,Petrol,660,7000,7550000
Audi,A6 TFSI,2015,Automatic,Petrol,1800,93000,20800000
Toyota,Aqua G Limited,2014,Automatic,Hybrid,1500,108000,8490000
Honda,City,2003,Automatic,Petrol,1500,195000,5500000
Porsche,Boxster,2019,Automatic,Petrol,2000,12000,61000000
