Brand,Model,Year of Manufacture,Transmission,Fuel Type,Engine Capacity (cc),Mileage (km),Price (Rs.)
Renault,KWID RXT,2016,Manual,Petrol,800,87000,"Rs. 3,550,000"
Suzuki,Maruti,2008,Manual,Petrol,800,87000,"Rs. 2,230,000"
Suzuki,SWIFT DBA-ZC133,2017,Automatic,Petrol,990,87000,"Rs. 800,000"
Zotye,Z100,2017,Manual,Petrol,1000,87000,"Rs. 3,125,000"
Nissan,SB13,1991,Manual,Diesel,2800,87000,"Rs. 1,625,000"
Suzuki,Estilo,2011,Manual,Petrol,1000,87025,"Rs. 3,775,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,87500,"Rs. 6,700,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,660,87700,"Rs. 6,850,000"
Suzuki,Wagon R Fz,2018,Automatic,Petrol,650,87750,"Rs. 5,675,000"
Suzuki,Spacia Custom,2018,Automatic,Petrol,650,88000,"Rs. 7,350,000"
Perodua,Bezza G Limited,2018,Automatic,Petrol,1000,88000,"Rs. 6,690,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,88000,"Rs. 7,790,000"
Micro,X25,2020,Automatic,Petrol,1500,88000,"Rs. 6,150,000"
Tata,Indica V2,2006,Manual,Petrol,1300,88021,"Rs. 1,900,000"
Suzuki,Wagon R,2018,Automatic,Petrol,650,88100,"Rs. 6,750,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,88100,"Rs. 7,925,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,88100,"Rs. 7,975,000"
Suzuki,Maruti,2011,Manual,Petrol,800,88122,"Rs. 2,500,000"
Micro,Panda,2013,Manual,Petrol,1000,88500,"Rs. 2,650,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,88500,"Rs. 7,690,000"
Honda,Grace EX,2016,Automatic,Hybrid,1500,88500,"Rs. 9,395,000"
Tata,Indica,2007,Manual,Diesel,1500,88500,"Rs. 2,095,000"
Micro,Panda,2012,Manual,Petrol,1300,88503,"Rs. 2,585,000"
Audi,A5 S-Line,2019,Automatic,Petrol,1500,88540,"Rs. 23,550,000"
Suzuki,Wagon R F,2014,Automatic,Hybrid,650,88566,"Rs. 5,800,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,88568,"Rs. 6,625,000"
Micro,Panda,2011,Manual,Petrol,1300,88600,"Rs. 2,400,000"
Daihatsu,Mira Safety,2017,Automatic,Petrol,650,89000,"Rs. 5,225,000"
Honda,Civic,2017,Automatic,Petrol,1000,89000,"Rs. 10,900,000"
Suzuki,SWIFT RS TURBO SAFETY,2018,Automatic,Petrol,1000,89000,"Rs. 8,950,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,89000,"Rs. 5,650,000"
Toyota,Vitz,2018,Automatic,Petrol,1000,89000,"Rs. 8,500,000"
Suzuki,Wagon R Fz Premium,2018,Automatic,Petrol,650,89100,"Rs. 6,400,000"
BMW,523i E60 LCI,2007,Automatic,Petrol,2500,89100,"Rs. 12,000,000"
Suzuki,Alto,2010,Manual,Petrol,800,89200,"Rs. 3,075,000"
Suzuki,Alto,2015,Manual,Petrol,800,89653,"Rs. 3,950,000"
Suzuki,Wagon R Stingray J STYLE,2014,Automatic,Hybrid,660,89700,"Rs. 5,925,000"
Suzuki,Zen Estilo VXI,2011,Manual,Petrol,998,89900,"Rs. 3,890,000"
Suzuki,Zen Estilo VXI,2011,Manual,Petrol,998,89900,"Rs. 3,890,000"
Micro,Panda,2015,Manual,Petrol,1000,89998,"Rs. 3,090,000"
Honda,N WGN,2017,Automatic,Petrol,650,90000,"Rs. 5,990,000"
Suzuki,Wagon R FX,2016,Automatic,Hybrid,650,90000,"Rs. 5,500,000"
Suzuki,Wagon R FX Safety,2017,Automatic,Hybrid,650,90000,"Rs. 5,975,000"
Honda,N WGN,2016,Automatic,Petrol,660,90000,"Rs. 6,250,000"
Suzuki,Wagon R FX,2019,Automatic,Hybrid,660,90000,"Rs. 6,500,000"
Suzuki,Spacia Custom Z Safety,2017,Automatic,Petrol,660,90000,"Rs. 6,850,000"
Suzuki,Maruti 800,2007,Manual,Petrol,796,90000,"Rs. 2,100,000"
Suzuki,Maruti 800,2006,Manual,Petrol,800,90000,"Rs. 2,050,000"
Suzuki,Maruti,2011,Manual,Petrol,800,90000,"Rs. 2,425,000"
Audi,A1,2017,Automatic,Petrol,1000,90000,"Rs. 8,500,000"
Micro,Trend,2009,Manual,Petrol,1000,90000,"Rs. 1,750,000"
Suzuki,Zen Estilo,2010,Manual,Petrol,1000,90000,"Rs. 3,450,000"
Toyota,Vitz Safety Edition,2017,Automatic,Petrol,1000,90000,"Rs. 7,390,000"
Honda,Civic RSTurbo 1500,2017,Automatic,Petrol,1500,90000,"Rs. 14,500,000"
Toyota,Premio,2018,Automatic,Petrol,1500,90000,"Rs. 16,500,000"
Toyota,Aqua S Limited,2016,Automatic,Hybrid,1500,90000,"Rs. 8,490,000"
Chrysler,300c,2013,Automatic,Petrol,3500,90000,"Rs. 16,500,000"
Micro,Panda,2015,Manual,Petrol,1000,90200,"Rs. 3,025,000"
Suzuki,CELERIO X ZXI,2018,Automatic,Petrol,1000,90247,"Rs. 5,575,000"
Toyota,Vitz Ksp130 Safety,2016,Automatic,Petrol,1000,90750,"Rs. 6,725,000"
Suzuki,Wagon R FZ Premium MH55S,2018,Automatic,Hybrid,660,90800,"Rs. 6,550,000"
Honda,Fit GP5,2014,Automatic,Petrol,1490,90858,"Rs. 7,290,000"
Perodua,Viva Elite,2013,Automatic,Petrol,1000,91000,"Rs. 4,590,000"
Perodua,Axia G,2017,Automatic,Petrol,1000,91000,"Rs. 5,790,000"
Perodua,Axia,2017,Automatic,Petrol,1000,91000,"Rs. 5,790,000"
Toyota,Wigo,2017,Automatic,Petrol,1000,91000,"Rs. 5,600,000"
Toyota,VITZ SAFETY EDITION,2018,Automatic,Petrol,1000,91000,"Rs. 7,600,000"
Toyota,Allion,2017,Automatic,Petrol,1500,91000,"Rs. 14,600,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,91500,"Rs. 6,830,000"
Honda,Fit Gp5 Safety,2013,Automatic,Hybrid,1500,91670,"Rs. 7,350,000"
Suzuki,A-Star,2012,Automatic,Petrol,1000,91800,"Rs. 4,630,000"
Micro,Panda,2015,Manual,Petrol,1000,91840,"Rs. 2,950,000"
Bajaj,Qute,2020,Manual,Petrol,216,92000,"Rs. 1,525,000"
Daihatsu,Mira,2017,Automatic,Petrol,650,92000,"Rs. 5,300,000"
Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,92000,"Rs. 5,550,000"
Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,92000,"Rs. 5,550,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,650,92000,"Rs. 6,700,000"
Suzuki,Maruti,2011,Manual,Petrol,800,92000,"Rs. 2,250,000"
Audi,A3 Sportback,2017,Automatic,Petrol,1000,92000,"Rs. 11,350,000"
Audi,A1,2017,Automatic,Petrol,1000,92000,"Rs. 9,200,000"
Toyota,Roomy,2023,Manual,Petrol,1000,92000,"Rs. 7,800,000"
Nissan,HB12,1988,Manual,Petrol,1500,92000,"Rs. 1,650,000"
Toyota,Aqua X Urban G,2017,Automatic,Hybrid,1500,92000,"Rs. 8,400,000"
Honda,N WGN Custom Turbo,2016,Automatic,Petrol,650,92106,"Rs. 6,490,000"
Suzuki,Wagon R,2016,Automatic,Petrol,650,92500,"Rs. 5,750,000"
Suzuki,Wagon R,2016,Automatic,Petrol,650,92500,"Rs. 5,750,000"
Suzuki,Wagon R Fz,2016,Automatic,Petrol,650,92500,"Rs. 5,750,000"
Suzuki,Wagon R FX,2017,Automatic,Petrol,660,92500,"Rs. 5,570,000"
Hyundai,Grand I10,2018,Automatic,Petrol,1000,92500,"Rs. 5,600,000"
Micro,Panda,2016,Manual,Petrol,1300,92500,"Rs. 3,280,000"
Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,93000,"Rs. 5,275,000"
Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,93000,"Rs. 5,790,000"
Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,93000,"Rs. 6,350,000"
Suzuki,Wagon R Fz,2018,Automatic,Hybrid,650,93000,"Rs. 6,465,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,93000,"Rs. 3,675,000"
Suzuki,Alto,2015,Manual,Petrol,800,93000,"Rs. 3,750,000"
Suzuki,A-Star,2011,Manual,Petrol,1000,93000,"Rs. 3,750,000"
Toyota,Vitz,2009,Automatic,Petrol,1000,93000,"Rs. 5,300,000"
Toyota,Vitz KSP130,2017,Automatic,Petrol,1000,93000,"Rs. 7,650,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,93000,"Rs. 7,895,000"
Micro,Trend,2008,Manual,Petrol,1050,93000,"Rs. 2,300,000"
Suzuki,Swift,2006,Manual,Petrol,1290,93000,"Rs. 4,500,000"
Nissan,FB13,1993,Manual,Petrol,1500,93000,"Rs. 2,650,000"
Toyota,Axio WXB,2017,Automatic,Hybrid,1500,93000,"Rs. 11,650,000"
Toyota,Axio,2008,Automatic,Petrol,1500,93000,"Rs. 8,100,000"
Mercedes-Benz,CLA 180 AMG,2017,Automatic,Petrol,1600,93000,"Rs. 18,800,000"
Suzuki,Wagon R MH55S,2018,Automatic,Hybrid,660,93075,"Rs. 5,950,000"
Suzuki,WAGON R FZ,2017,Automatic,Hybrid,650,93095,"Rs. 6,475,000"
Hyundai,Eon,2016,Manual,Petrol,814,93200,"Rs. 4,225,000"
Renault,Kwid,2016,Manual,Petrol,800,93500,"Rs. 3,650,000"
Honda,GRACE,2016,Automatic,Petrol,1490,93715,"Rs. 10,395,000"
Honda,FIT GP5,2014,Automatic,Hybrid,1490,93945,"Rs. 8,565,000"
Suzuki,Wagon R FZ,2014,Automatic,Petrol,660,94000,"Rs. 5,290,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,660,94000,"Rs. 6,500,000"
Suzuki,Maruti 800,2011,Manual,Petrol,800,94000,"Rs. 2,480,000"
Micro,Panda Lc 1.0,2015,Automatic,Petrol,1000,94000,"Rs. 3,200,000"
Suzuki,Celerio Vxi,2016,Automatic,Petrol,1000,94000,"Rs. 5,075,000"
Toyota,Vitz,2019,Automatic,Petrol,1000,94000,"Rs. 7,800,000"
Honda,FIT GP5,2015,Automatic,Hybrid,1490,94000,"Rs. 7,950,000"
Honda,Grace Ex,2016,Automatic,Hybrid,1500,94000,"Rs. 10,350,000"
Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,94000,"Rs. 8,300,000"
Mitsubishi,Lancer Ex,2011,Automatic,Petrol,1600,94000,"Rs. 11,000,000"
Mazda,Carol,2015,Automatic,Petrol,650,94334,"Rs. 5,590,000"
Audi,A6,2014,Automatic,Petrol,2000,94500,"Rs. 17,800,000"
Mitsubishi,MIRAGE,2012,Automatic,Petrol,1200,94521,"Rs. 5,795,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,95000,"Rs. 6,490,000"
Mitsubishi,Ek Wagon,2016,Automatic,Petrol,660,95000,"Rs. 6,100,000"
Suzuki,Wagon R,2016,Automatic,Petrol,660,95000,"Rs. 5,900,000"
Suzuki,Wagon R FZ,2017,Automatic,Hybrid,660,95000,"Rs. 6,350,000"
Toyota,Pixis,2018,Automatic,Petrol,660,95000,"Rs. 5,850,000"
Suzuki,Maruti 800,2002,Manual,Petrol,800,95000,"Rs. 1,695,000"
Suzuki,Maruti 800,2003,Manual,Petrol,800,95000,"Rs. 1,895,000"
Suzuki,Maruti,2012,Manual,Petrol,800,95000,"Rs. 2,230,000"
Toyota,Wigo Passo,2017,Automatic,Petrol,999,95000,"Rs. 5,950,000"
Suzuki,Celerio,2015,Automatic,Petrol,1000,95000,"Rs. 4,950,000"
Suzuki,Swift RS,2017,Automatic,Petrol,1000,95000,"Rs. 8,465,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,95000,"Rs. 7,200,000"
Toyota,Starlet EP91,1997,Automatic,Petrol,1300,95000,"Rs. 3,995,000"
Honda,Fit GP5,2014,Automatic,Hybrid,1490,95000,"Rs. 8,350,000"
Mitsubishi,Lancer L Light,1976,Manual,Petrol,1490,95000,"Rs. 975,000"
Mitsubishi,Lancer L Light,1976,Manual,Petrol,1490,95000,"Rs. 975,000"
Perodua,Viva Elite,2011,Manual,Petrol,1000,95560,"Rs. 4,050,000"
Suzuki,Hustler,2015,Automatic,Hybrid,650,96000,"Rs. 5,500,000"
Suzuki,Spacia,2016,Automatic,Hybrid,650,96000,"Rs. 5,760,000"
Suzuki,Wagon R Stingray,2016,Automatic,Hybrid,650,96000,"Rs. 5,875,000"
Suzuki,WAGON R FZ SAFETY,2018,Automatic,Hybrid,650,96000,"Rs. 6,750,000"
Suzuki,Wagon R,2015,Automatic,Petrol,660,96000,"Rs. 5,530,000"
Micro,Panda,2017,Automatic,Petrol,1000,96000,"Rs. 3,725,000"
Suzuki,Celerio Vxi,2016,Automatic,Petrol,1000,96000,"Rs. 5,175,000"
Suzuki,Swift RS Turbo,2017,Automatic,Petrol,1000,96000,"Rs. 7,950,000"
Toyota,Vitz,2007,Automatic,Petrol,1000,96000,"Rs. 5,275,000"
Toyota,Vitz Jewela Ksp130,2017,Automatic,Petrol,1000,96000,"Rs. 7,450,000"
Suzuki,Wagon DA64W Wagon,2014,Automatic,Petrol,650,97000,"Rs. 6,190,000"
Datsun,Redi-GO,2016,Manual,Petrol,800,97000,"Rs. 3,295,000"
Suzuki,Alto,2013,Manual,Petrol,800,97000,"Rs. 3,365,000"
Suzuki,Alto,2015,Manual,Petrol,800,97000,"Rs. 3,950,000"
Perodua,Axia G Grade,2017,Automatic,Petrol,1000,97000,"Rs. 5,875,000"
Toyota,Vitz,2007,Automatic,Petrol,1000,97000,"Rs. 5,350,000"
Toyota,Premio,2015,Automatic,Petrol,1490,97000,"Rs. 14,000,000"
Honda,Grace EX Sensing,2018,Automatic,Petrol,1500,97000,"Rs. 11,000,000"
Honda,Grace EX,2014,Automatic,Hybrid,1500,97000,"Rs. 8,950,000"
Toyota,Aqua S Limited Eagle Eye,2017,Automatic,Hybrid,1500,97000,"Rs. 10,875,000"
Toyota,Axio Wxb Anniversary,2016,Automatic,Hybrid,1500,97000,"Rs. 11,600,000"
BMW,E46 320D,1999,Manual,Diesel,2000,97000,"Rs. 6,400,000"
Micro,Panda LC,2012,Manual,Petrol,1300,97120,"Rs. 2,590,000"
Audi,A3 Sportback,2018,Automatic,Petrol,1000,97182,"Rs. 11,000,000"
Tata,Indica,2007,Manual,Petrol,1000,97285,"Rs. 1,825,000"
Suzuki,Wagon R Stingray J Style,2015,Automatic,Hybrid,650,97600,"Rs. 5,600,000"
Toyota,VITZ,2016,Automatic,Petrol,990,97600,"Rs. 7,785,000"
Suzuki,Alto,2017,Manual,Petrol,800,97800,"Rs. 4,095,000"
Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,98000,"Rs. 5,600,000"
Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,98000,"Rs. 5,750,000"
Suzuki,ALTO JAPAN,1998,Manual,Petrol,650,98000,"Rs. 750,000"
Tata,Nano Twist,2017,Manual,Petrol,650,98000,"Rs. 2,750,000"
Suzuki,Wagon R,2014,Automatic,Petrol,660,98000,"Rs. 5,550,000"
Suzuki,Wagon R Stingray,2015,Automatic,Petrol,660,98000,"Rs. 5,775,000"
Suzuki,Alto,2008,Manual,Petrol,800,98000,"Rs. 2,975,000"
Micro,Panda,2015,Manual,Petrol,1000,98000,"Rs. 2,995,000"
Suzuki,Zen,1997,Manual,Petrol,1000,98000,"Rs. 1,880,000"
Nissan,E Power,2017,Automatic,Hybrid,1200,98000,"Rs. 7,600,000"
Nissan,E Power,2017,Automatic,Hybrid,1200,98000,"Rs. 7,900,000"
Suzuki,SWIFT ZC71S,2010,Automatic,Petrol,1290,98000,"Rs. 5,650,000"
Hyundai,ELANTRA,2000,Automatic,Petrol,1300,98000,"Rs. 2,590,000"
Micro,MX7,2013,Manual,Petrol,1500,98000,"Rs. 3,250,000"
Mercedes-Benz,C180,2007,Automatic,Petrol,1800,98000,"Rs. 9,000,000"
Mercedes-Benz,W220 S280 Luxury,2003,Automatic,Petrol,2900,98000,"Rs. 6,875,000"
Chery,QQ,2007,Manual,Petrol,812,98262,"Rs. 1,590,000"
Suzuki,MARUTI 800,2007,Manual,Petrol,800,98350,"Rs. 2,075,000"
Toyota,Corolla AxioHybrid,2016,Automatic,Petrol,1320,98500,"Rs. 10,000,000"
Suzuki,WAGON R FZ,2014,Automatic,Petrol,650,98600,"Rs. 5,890,000"
Suzuki,Wagon R Stingray,2017,Automatic,Petrol,650,98600,"Rs. 6,790,000"
Suzuki,SPACIA CUSTOM Z,2017,Automatic,Petrol,660,98800,"Rs. 7,490,000"
Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,99000,"Rs. 5,950,000"
Suzuki,Wagon R FZ Safety,2017,Automatic,Hybrid,650,99000,"Rs. 6,400,000"
Tata,Nano Lx,2011,Manual,Petrol,650,99000,"Rs. 1,440,000"
Nissan,Dayz Highway Star,2015,Automatic,Petrol,660,99000,"Rs. 5,800,000"
Renault,KWID RXT,2016,Manual,Petrol,800,99000,"Rs. 3,425,000"
Renault,KWID,2016,Manual,Petrol,800,99000,"Rs. 3,650,000"
Suzuki,Celerio VXI,2016,Automatic,Petrol,1000,99000,"Rs. 4,850,000"
Suzuki,Swift Rs,2017,Automatic,Petrol,1000,99000,"Rs. 8,290,000"
Toyota,Aqua Sport,2014,Automatic,Petrol,1500,99000,"Rs. 8,550,000"
Mazda,6 GT,2014,Automatic,Petrol,2500,99000,"Rs. 13,475,000"
Toyota,Aqua,2014,Automatic,Hybrid,1500,99500,"Rs. 6,999,000"
Suzuki,Wagon R Fx Safety,2018,Automatic,Hybrid,650,99570,"Rs. 6,075,000"
Datsun,Redi-GO,2016,Manual,Petrol,800,99850,"Rs. 3,590,000"
Nissan,Leaf Azeo,2014,Automatic,Electric,80,100000,"Rs. 6,075,000"
Suzuki,Wagon R,2015,Automatic,Hybrid,650,100000,"Rs. 5,500,000"
Suzuki,Wagon R Fz,2016,Automatic,Hybrid,650,100000,"Rs. 5,600,000"
Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,100000,"Rs. 6,800,000"
Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,100000,"Rs. 6,800,000"
Suzuki,Wagon R Stingray,2014,Automatic,Petrol,660,100000,"Rs. 5,690,000"
Suzuki,Wagon R,2018,Automatic,Hybrid,660,100000,"Rs. 6,400,000"
Datsun,Redi-go,2018,Manual,Petrol,800,100000,"Rs. 3,375,000"
Renault,KWID SPORTS RXT,2016,Manual,Petrol,800,100000,"Rs. 3,575,000"
Toyota,Vitz Safety Edition 1,2017,Automatic,Petrol,990,100000,"Rs. 7,325,000"
Toyota,Vitz,2008,Automatic,Petrol,1000,100000,"Rs. 5,185,000"
Toyota,Vitz,2016,Automatic,Petrol,1000,100000,"Rs. 6,850,000"
Nissan,B211,1974,Manual,Petrol,1200,100000,"Rs. 490,000"
Nissan,B211,1982,Manual,Petrol,1200,100000,"Rs. 860,000"
Toyota,KE20 Corolla,1974,Manual,Petrol,1200,100000,"Rs. 630,000"
Mini,Austin Cooper,1972,Manual,Petrol,1275,100000,"Rs. 4,200,000"
Ford,Laser,1992,Manual,Petrol,1300,100000,"Rs. 17,500,000"
Honda,Civic,1985,Manual,Petrol,1300,100000,"Rs. 1,350,000"
Mazda,Familia,1993,Manual,Petrol,1300,100000,"Rs. 1,190,000"
Nissan,B11,1983,Manual,Petrol,1300,100000,"Rs. 550,000"
Nissan,HB310,1981,Manual,Petrol,1300,100000,"Rs. 595,000"
Toyota,Corolla Ee90,1989,Manual,Petrol,1300,100000,"Rs. 1,800,000"
Toyota,Corolla Ee9,1989,Manual,Petrol,1300,100000,"Rs. 1,800,000"
Toyota,Corolla Ke72 Dx Wagon,1984,Manual,Petrol,1300,100000,"Rs. 895,000"
Hyundai,Accent,2006,Manual,Petrol,1360,100000,"Rs. 3,000,000"
Tata,Indica,2005,Manual,Petrol,1390,100000,"Rs. 1,925,000"
Hyundai,Stella,0,Manual,Petrol,1400,100000,"Rs. 650,000"
Mitsubishi,Lancer Box,1981,Manual,Petrol,1400,100000,"Rs. 1,500,000"
Mitsubishi,Lancer C12,1985,Manual,Petrol,1400,100000,"Rs. 675,000"
Mitsubishi,Lancer L Light,1972,Manual,Petrol,1400,100000,"Rs. 865,000"
Honda,Fit GP5 L Grade Safety,2014,Automatic,Hybrid,1500,100000,"Rs. 7,950,000"
Honda,Grace Ex,2016,Automatic,Hybrid,1500,100000,"Rs. 9,900,000"
Nissan,Whb12 Trad Sunny California Wagon,1987,Manual,Petrol,1500,100000,"Rs. 1,075,000"
Nissan,B210,1979,Manual,Petrol,1500,100000,"Rs. 975,000"
Toyota,Axio G Grade,2017,Automatic,Petrol,1500,100000,"Rs. 10,700,000"
Toyota,Axio G Grade,2017,Automatic,Petrol,1500,100000,"Rs. 10,700,000"
Nissan,FB13,1992,Automatic,Diesel,1680,100000,"Rs. 2,290,000"
Mercedes-Benz,E300,2014,Automatic,Hybrid,2000,100000,"Rs. 17,200,000"
BMW,523i Stage 1 M5 Kitted,2010,Automatic,Petrol,2500,100000,"Rs. 16,900,000"
BMW,523i Stage 1 M5 Kitted,2010,Automatic,Petrol,2500,100000,"Rs. 16,900,000"
BMW,523i Stage 1 M5 Kitted,2010,Automatic,Petrol,2500,100000,"Rs. 16,900,000"
BMW,523i Stage 1 M5 Kitted,2010,Automatic,Petrol,2500,100000,"Rs. 16,900,000"
BMW,523i Stage 1 M5 Kitted,2010,Automatic,Petrol,2500,100000,"Rs. 16,900,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,100500,"Rs. 7,600,000"
Suzuki,Alto,2015,Manual,Petrol,800,101000,"Rs. 3,750,000"
Micro,Panda Lc 1.0,2015,Manual,Petrol,997,101000,"Rs. 2,950,000"
Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,101200,"Rs. 6,650,000"
Suzuki,Spacia Custom,2016,Automatic,Hybrid,650,101500,"Rs. 5,975,000"
Suzuki,Maruti,2005,Manual,Petrol,800,101657,"Rs. 1,985,000"
Perodua,Viva Elite,2014,Manual,Petrol,850,101833,"Rs. 4,350,000"
Suzuki,Hustler,2015,Automatic,Petrol,660,102000,"Rs. 6,050,000"
Suzuki,Alto 800,2015,Manual,Petrol,750,102000,"Rs. 3,575,000"
Suzuki,Maruti,2006,Manual,Petrol,800,102000,"Rs. 2,100,000"
Suzuki,Alto,2010,Manual,Petrol,800,102000,"Rs. 3,050,000"
Suzuki,Alto,2015,Manual,Petrol,800,102000,"Rs. 3,725,000"
Suzuki,Alto,2015,Manual,Petrol,800,102000,"Rs. 3,725,000"
Suzuki,Celerio Vxi,2016,Automatic,Petrol,1000,102000,"Rs. 5,175,000"
Toyota,Vitz,2015,Automatic,Petrol,1000,102000,"Rs. 6,750,000"
Toyota,Axio G Grade,2016,Automatic,Hybrid,1490,102000,"Rs. 9,985,000"
Honda,CRZ,2011,Automatic,Hybrid,1500,102000,"Rs. 7,250,000"
Toyota,Premio,2014,Automatic,Petrol,1500,102000,"Rs. 11,050,000"
Toyota,Axio WXB Fielder,2016,Automatic,Hybrid,1500,102000,"Rs. 11,490,000"
Toyota,Aqua G Leather Premium,2013,Automatic,Hybrid,1500,102000,"Rs. 7,700,000"
Toyota,Axio,2013,Automatic,Petrol,1500,102000,"Rs. 8,990,000"
Toyota,Allion 260,2010,Automatic,Petrol,1500,102000,"Rs. 9,950,000"
Suzuki,Celerio,2015,Automatic,Petrol,1000,102700,"Rs. 4,890,000"
Suzuki,Wagon R,2015,Automatic,Petrol,650,103000,"Rs. 5,650,000"
Suzuki,Alto Japan,2017,Automatic,Petrol,660,103000,"Rs. 5,050,000"
Suzuki,Maruti,2012,Manual,Petrol,800,103000,"Rs. 2,475,000"
Suzuki,Alto LXI,2011,Manual,Petrol,800,103000,"Rs. 3,250,000"
Suzuki,Alto LXI,2011,Manual,Petrol,800,103000,"Rs. 3,250,000"
Suzuki,Alto 800,2015,Manual,Petrol,800,103000,"Rs. 3,725,000"
Suzuki,Zen,2005,Manual,Petrol,850,103000,"Rs. 1,800,000"
Suzuki,Swift,2017,Automatic,Petrol,1000,103000,"Rs. 8,150,000"
Suzuki,Wagon R,2006,Manual,Petrol,1061,103000,"Rs. 690,000"
Honda,Fit Gp5 S Grade,2013,Automatic,Hybrid,1500,103000,"Rs. 7,390,000"
BMW,523i M Sport,2010,Automatic,Petrol,2497,103000,"Rs. 16,900,000"
Nissan,FB15,2002,Manual,Petrol,1500,103400,"Rs. 4,600,000"
Suzuki,A-Star,2011,Manual,Petrol,1000,103405,"Rs. 3,950,000"
Toyota,Vitz,2017,Automatic,Petrol,1000,103500,"Rs. 7,850,000"
Suzuki,Maruti 800,2010,Manual,Petrol,800,103800,"Rs. 2,130,000"
Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,104000,"Rs. 6,890,000"
Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,660,104000,"Rs. 5,450,000"
Toyota,Aqua,2015,Automatic,Petrol,1500,104000,"Rs. 8,500,000"
Daihatsu,Mira,2016,Manual,Petrol,650,105000,"Rs. 5,290,000"
Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,105000,"Rs. 5,400,000"
Suzuki,Wagon R Stingray J Style,2014,Automatic,Hybrid,650,105000,"Rs. 5,790,000"
Suzuki,Wagon R Fz Safety,2018,Automatic,Hybrid,650,105000,"Rs. 6,700,000"
Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,105000,"Rs. 6,790,000"
Suzuki,Spacia Custom Z,2018,Automatic,Hybrid,650,105000,"Rs. 7,300,000"
Suzuki,Spacia Custom Z,2018,Automatic,Hybrid,650,105000,"Rs. 7,300,000"
Suzuki,Wagon R FX,2014,Automatic,Hybrid,660,105000,"Rs. 5,485,000"
Suzuki,Alto,2007,Manual,Petrol,790,105000,"Rs. 2,895,000"
Suzuki,Alto,2014,Manual,Petrol,800,105000,"Rs. 3,540,000"
Suzuki,Alto,2016,Manual,Petrol,800,105000,"Rs. 3,725,000"
Micro,Panda 1.0,2015,Manual,Petrol,1000,105000,"Rs. 2,990,000"
Perodua,Viva Elite Premium,2011,Automatic,Petrol,1000,105000,"Rs. 4,450,000"
Suzuki,Wagon R,2005,Manual,Petrol,1000,105000,"Rs. 1,075,000(Ongoing Lease)"
Suzuki,Celerio,2014,Automatic,Petrol,1000,105000,"Rs. 5,150,000"
Suzuki,Swift RS Turbo,2017,Automatic,Petrol,1000,105000,"Rs. 8,075,000"
Suzuki,Swift Rs Turbo,2017,Automatic,Petrol,1000,105000,"Rs. 8,250,000"
Toyota,Passo,2016,Automatic,Petrol,1000,105000,"Rs. 6,690,000"
Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,105000,"Rs. 7,850,000"
Honda,Fit Gp5 S Grade,2014,Automatic,Hybrid,1490,105000,"Rs. 7,800,000"
Toyota,Premio G Superior,2017,Automatic,Petrol,1490,105000,"Rs. 15,850,000"
Honda,Grace EX,2019,Automatic,Hybrid,1500,105000,"Rs. 10,550,000"
Suzuki,Swift Japan,2007,Automatic,Petrol,1500,105000,"Rs. 5,490,000"
Toyota,Premio G Superior,2015,Automatic,Petrol,1500,105000,"Rs. 14,000,000"
Toyota,Aqua G Leather Premium,2013,Automatic,Hybrid,1500,105000,"Rs. 7,600,000"
Toyota,Prius,2016,Automatic,Hybrid,1800,105000,"Rs. 13,975,000"
