Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price Rs.,Negotiable
Nissan,Sunny,1980,1980,Manual,Petrol,Saloon,"1,400 cc","155,000 km","Rs 650,000",Yes
Nissan,Sunny,1980,1980,Manual,Petrol,Saloon,"1,400 cc","155,000 km","Rs 650,000",Yes
Nissan,Sunny,1980,1980,Manual,Petrol,Saloon,"1,400 cc","155,000 km","Rs 650,000",Yes
Nissan,Sunny,B11,1985,Manual,Petrol,Hatchback,"1,300 cc","232,796 km","Rs 650,000",Yes
BMW,525i,525Li LWB M SPORT,2025,Tiptronic,Petrol,Saloon,"2,000 cc",0 km,"Rs 66,000,000",No
Land Rover,Range Rover,AUTOBIOGRAPHY LWB,2019,Automatic,Hybrid,SUV / 4x4,"2,000 cc","70,000 km","Rs 66,000,000",Yes
Land Rover,Defender,Diesel firsr edition,2020,Automatic,Diesel,SUV / 4x4,"2,000 cc","28,000 km","Rs 66,000,000",Yes
Land Rover,Defender,110 HSE full petrol,2024,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","3,000 km","Rs 66,000,000",No
Toyota,Vellfire,Z-PREMIER,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 66,500,000",Yes
Toyota,Vellfire,Z-PREMIER,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 66,500,000",Yes
Toyota,Vellfire,Z-PREMIER,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 66,500,000",Yes
Toyota,Vellfire,EXECUTIVE LOUNGE,2025,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 66,500,000",Yes
Toyota,Alphard,Black Mica Edition,2025,Other transmission,Electric,MPV,"2,500 cc",236 km,"Rs 66,500,000",Yes
Toyota,Alphard,Executive Lounge,2024,Automatic,Hybrid,,"2,400 cc","2,400 km","Rs 66,550,000",No
Toyota,Vellfire,Executive Lounge,2025,Automatic,Hybrid,,"2,500 cc",0 km,"Rs 66,550,000",No
Toyota,Vellfire,Executive Lounge,2025,Automatic,Hybrid,,"2,500 cc",0 km,"Rs 66,550,000",No
Toyota,Land Cruiser Prado,TRJ250 VX LIMITED,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 66,850,000",Yes
Nissan,Wingroad,Nissan,1985,Manual,Petrol,Station wagon,"1,500 cc","100,000 km","Rs 660,000",Yes
BMW,525i,525Li LWB M SPORT,2025,Tiptronic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 67,000,000",No
BMW,X2,M35i xDrive,2024,Tiptronic,Petrol,Station wagon,"2,000 cc",446 km,"Rs 67,500,000",Yes
Land Rover,Range Rover,Vogue LWB,2018,Automatic,Hybrid,SUV / 4x4,"2,000 cc","65,000 km","Rs 67,500,000",No
Mercedes Benz,E200,AMG Premium Plus,2025,Tiptronic,Petrol,Saloon,"2,000 cc",0 km,"Rs 67,500,000",No
Mercedes Benz,E350,AMG Line Premium+,2025,Automatic,Hybrid,Saloon,"2,000 cc",20 km,"Rs 67,500,000",Yes
Toyota,Alphard,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Vellfire,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Alphard,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Vellfire,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Alphard,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Vellfire,Executive Lounge,2024,Automatic,Petrol,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
Toyota,Land Cruiser Prado,250 MODELISTA 1ST VX,2024,Tiptronic,Petrol,SUV / 4x4,"2,800 cc",0 km,"Rs 67,500,000",Yes
Toyota,Vellfire,Executive Lounge,2024,Automatic,Hybrid,MPV,"2,500 cc",100 km,"Rs 67,500,000",Yes
Toyota,Alphard,Executive Lounge,2025,Automatic,Hybrid,MPV,"2,500 cc",0 km,"Rs 67,500,000",Yes
BMW,520i,MHT M Sport Pro,2025,Automatic,Hybrid,Saloon,"2,000 cc",0 km,"Rs 67,900,000",No
Daihatsu,Mira,X,2024,Automatic,Petrol,Hatchback,650 cc,"1,200 km","Rs 67,900,000",No
Mitsubishi,Lancer,C12,1986,Manual,Petrol,Saloon,"1,200 cc","100,000 km","Rs 675,000",Yes
Mitsubishi,Lancer,,1978,Manual,Petrol,Saloon,"1,400 cc","399,952 km","Rs 675,000",Yes
Toyota,Carina,AA60,1987,Manual,Petrol,Saloon,"1,500 cc","235,000 km","Rs 675,000",Yes
Toyota,Corolla,DX Wagon,1984,Manual,Petrol,Station wagon,"1,300 cc","100,000 km","Rs 675,000",Yes
Land Rover,Range Rover,Autobiography-LWB,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","90,000 km","Rs 68,000,000",Yes
Land Rover,Defender,SE p300,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 68,000,000",No
Land Rover,Defender,110 SE,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 68,000,000",No
Land Rover,Defender,110 SE,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 68,000,000",No
Land Rover,Defender,110 SE,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 68,000,000",No
Porsche,Taycan,,2023,Automatic,Electric,Saloon,792 cc,"13,000 km","Rs 68,000,000",Yes
Porsche,Taycan,Chrono Package,2023,Automatic,Electric,Saloon,350 cc,"1,500 km","Rs 68,000,000",Yes
Land Rover,Range Rover,Autobiography LWB,2021,Automatic,Hybrid,SUV / 4x4,"2,000 cc","50,000 km","Rs 68,500,000",Yes
Land Rover,Range Rover,Autobiography LWB,2021,Automatic,Hybrid,SUV / 4x4,"2,000 cc","50,000 km","Rs 68,500,000",Yes
Land Rover,Range Rover,Autobiography P400e,2018,Automatic,Petrol,SUV / 4x4,"2,000 cc","65,000 km","Rs 68,500,000",Yes
Land Rover,Defender,110 S-Dynmic 7seater,2023,Automatic,Petrol,SUV / 4x4,"2,000 cc","12,813 km","Rs 68,500,000",Yes
Mercedes Benz,E200,AMG Line E300,2024,Automatic,Petrol,Saloon,"2,000 cc","2,000 km","Rs 68,500,000",No
Toyota,Land Cruiser Sahara,VX V8,2016,Automatic,Diesel,SUV / 4x4,"4,500 cc","64,000 km","Rs 68,500,000",Yes
Nissan,Sunny,Hb 11,1986,Manual,Petrol,Station wagon,"1,500 cc","327,600 km","Rs 680,000",No
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
BMW,X2,M35i Coupe SUV,2025,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","1,000 km","Rs 69,000,000",Yes
Land Rover,Range Rover,LWB Autobiography,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","64,000 km","Rs 69,000,000",Yes
Toyota,Land Cruiser Sahara,VX V8,2016,Automatic,Diesel,SUV / 4x4,"4,500 cc","108,000 km","Rs 69,000,000",Yes
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 VX,2015,Automatic,Diesel,SUV / 4x4,"4,500 cc","45,000 km","Rs 69,000,000",Yes
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Toyota,Land Cruiser Sahara,V8 Sahara,2014,Automatic,Diesel,,"4,461 cc","168,000 km","Rs 69,000,000",No
Land Rover,Defender,2L Petrol,2025,Automatic,Petrol,SUV / 4x4,"2,000 cc","1,500 km","Rs 69,275,000",Yes
BMW,525i,525Li M-Sport Plus,2025,Automatic,Petrol,Saloon,"2,000 cc",20 km,"Rs 69,500,000",Yes
Land Rover,Defender,FLULSPECK SUNROOF,2023,Automatic,Petrol,SUV / 4x4,"2,000 cc","6,500 km","Rs 69,500,000",Yes
Toyota,Alphard,Vellfire Executive,2025,Automatic,Petrol,Station wagon,"2,500 cc",0 km,"Rs 69,500,000",Yes
Toyota,Land Cruiser Sahara,V8 - VX Full Spec,2016,Automatic,Diesel,SUV / 4x4,"4,700 cc","100,000 km","Rs 69,500,000",Yes
Audi,Q7,TFSI QUATTRO,2024,Automatic,Petrol,Station wagon,"1,984 cc",0 km,"Rs 69,590,000",No
Land Rover,Range Rover PHEV,Autobiography P400e,2018,Automatic,Hybrid,Station wagon,"2,000 cc","99,300 km","Rs 69,800,000",Yes
Porsche,718 Cayman,SPORT CHRONO PACK,2025,Tiptronic,Petrol,Hatchback,"2,000 cc",0 km,"Rs 69,950,000",Yes
Honda,Civic,Honda civic,1985,Manual,Petrol,Saloon,"1,300 cc","125,000 km","Rs 695,000",No
Nissan,Sunny,1983,1983,Manual,Petrol,Saloon,"1,300 cc","250,000 km","Rs 695,000",No
Nissan,Dutsun,b 310,1978,Manual,Petrol,Saloon,"1,200 cc","166,000 km","Rs 695,000",Yes
Toyota,Carina,1985,1985,Manual,Petrol,Station wagon,"1,500 cc","185,000 km","Rs 695,000",Yes
Nissan,Sunny,B11,1983,Manual,Petrol,Station wagon,"1,500 cc","240,000 km","Rs 699,999",Yes
Daihatsu,Mira,X Limited,2024,Automatic,Petrol,Hatchback,660 cc,"2,000 km","Rs 7,000,000",Yes
Daihatsu,Mira,X Limited,2024,Automatic,Petrol,Hatchback,660 cc,"2,000 km","Rs 7,000,000",Yes
Daihatsu,Mira,X Limited,2024,Automatic,Petrol,Hatchback,660 cc,"2,000 km","Rs 7,000,000",Yes
Daihatsu,Mira,X LIMITED,2024,Automatic,Petrol,Hatchback,660 cc,"4,900 km","Rs 7,000,000",Yes
Daihatsu,Canbus,G,2023,Automatic,Petrol,MPV,650 cc,"11,841 km","Rs 7,000,000",Yes
Daihatsu,Mira,L,2025,Automatic,Petrol,Hatchback,660 cc,0 km,"Rs 7,000,000",Yes
Daihatsu,Terios,Terios premium,2006,Automatic,Petrol,SUV / 4x4,"1,495 cc","197,000 km","Rs 7,000,000",Yes
Ford,Ranger,,2016,Manual,Diesel,SUV / 4x4,"2,200 cc","155,000 km","Rs 7,000,000",Yes
Honda,Fit,FIT GP1,2011,Tiptronic,Hybrid,Station wagon,"1,330 cc","90,000 km","Rs 7,000,000",Yes
Honda,Fit,GP5,2013,Automatic,Petrol,Hatchback,"1,500 cc","147,000 km","Rs 7,000,000",Yes
Mazda,3,,2011,Automatic,Petrol,Saloon,"1,600 cc","103,000 km","Rs 7,000,000",Yes
Micro,Tivoli,KPT30,2015,Manual,Petrol,SUV / 4x4,"1,600 cc","96,000 km","Rs 7,000,000",Yes
Mitsubishi,Attrage,GLS,2017,Automatic,Petrol,Saloon,"1,200 cc","165,000 km","Rs 7,000,000",Yes
Nissan,Navara,Aventura,2008,Automatic,Diesel,,"2,500 cc","146,000 km","Rs 7,000,000",Yes
Nissan,Navara,,2007,Manual,Diesel,SUV / 4x4,"2,500 cc","179,379 km","Rs 7,000,000",Yes
Perodua,Bezza,,2019,Automatic,Petrol,Saloon,999 cc,"106,947 km","Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,2018,2018,Automatic,Hybrid,Hatchback,650 cc,"85,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,2018,2018,Automatic,Hybrid,Hatchback,650 cc,"85,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Alto,L Upgrade,2024,Automatic,Petrol,Hatchback,650 cc,"3,000 km","Rs 7,000,000",No
Suzuki,Wagon R Stingray,Stingray,2017,Automatic,Petrol,,660 cc,"90,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,Stingray,2017,Automatic,Petrol,,660 cc,"90,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Alto,L GRADE,2024,Automatic,Petrol,Hatchback,660 cc,0 km,"Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,,2018,Automatic,Hybrid,Hatchback,650 cc,"77,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,2018,2018,Automatic,Hybrid,Hatchback,650 cc,"85,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R Stingray,,2017,Automatic,Petrol,,650 cc,"100,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Escudo,,2003,Automatic,Petrol,SUV / 4x4,"1,990 cc","44,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Wagon R,FX Safety,2024,Automatic,Petrol,Saloon,660 cc,"2,448 km","Rs 7,000,000",Yes
Suzuki,Spacia,,2017,Automatic,Petrol,Station wagon,650 cc,"70,000 km","Rs 7,000,000",No
Suzuki,Wagon R ZX,Suzuki,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R FX,Safety,2023,Automatic,Petrol,Hatchback,660 cc,"15,000 km","Rs 7,000,000",Yes
Suzuki,Wagon R FX,,2024,Automatic,Petrol,Hatchback,660 cc,"4,000 km","Rs 7,000,000",No
Suzuki,Swift,1.4 Ltr / VVT,2011,Automatic,Petrol,Hatchback,"1,400 cc","33,000 km","Rs 7,000,000",Yes
Toyota,Vitz,Safety,2016,Automatic,Petrol,Hatchback,"1,000 cc","125,000 km","Rs 7,000,000",Yes
Toyota,Vitz,Safety,2016,Automatic,Petrol,Hatchback,"1,000 cc","125,000 km","Rs 7,000,000",Yes
Toyota,Vitz,Safety,2016,Automatic,Petrol,Hatchback,"1,000 cc","125,000 km","Rs 7,000,000",Yes
Toyota,Vitz,Safety,2016,Automatic,Petrol,Hatchback,"1,000 cc","125,000 km","Rs 7,000,000",Yes
Toyota,Axio,X Limited,2008,Automatic,Petrol,Saloon,"1,500 cc","185,000 km","Rs 7,000,000",No
Toyota,Aqua,G Grade,2013,Automatic,Hybrid,,"1,500 cc","140,000 km","Rs 7,000,000",Yes
Toyota,Aqua,Toyota,2013,Automatic,Petrol,Hatchback,"1,490 cc","129,100 km","Rs 7,000,000",Yes
Toyota,Aqua,X Grade,2012,Automatic,Hybrid,Hatchback,"1,500 cc","168,000 km","Rs 7,000,000",Yes
Toyota,Prius,2nd Generation,2008,Automatic,Hybrid,Saloon,"1,490 cc","166,000 km","Rs 7,000,000",No
Toyota,Vitz,KSP 130,2015,Automatic,Petrol,Hatchback,"1,000 cc","78,500 km","Rs 7,000,000",Yes
Toyota,Vitz,Vitz KSP130,2016,Automatic,Petrol,Hatchback,"1,000 cc","139,000 km","Rs 7,000,000",Yes
Toyota,Aqua,G Limited,2013,Automatic,Hybrid,Hatchback,"1,500 cc","158,000 km","Rs 7,000,000",No
Toyota,Vitz,Vitz Safety Edition,2016,Automatic,Petrol,Hatchback,990 cc,"78,999 km","Rs 7,000,000",Yes
Toyota,Pixis,Pixis Mira X LED,2024,Automatic,Petrol,Hatchback,650 cc,490 km,"Rs 7,000,000",No
Toyota,Pixis,Epoch,2024,Automatic,Petrol,Hatchback,"1,000 cc",470 km,"Rs 7,000,000",Yes
Toyota,Vitz,KSP 130,2016,Automatic,Petrol,Hatchback,998 cc,"138,500 km","Rs 7,000,000",Yes
Toyota,Wigo,,2018,Automatic,Petrol,Hatchback,998 cc,"47,722 km","Rs 7,000,000",No
Toyota,Aqua,S Grade,2012,Automatic,Hybrid,Hatchback,"1,500 cc","75,872 km","Rs 7,000,000",No
Toyota,Hilux,LN-107,1996,Manual,Diesel,SUV / 4x4,"2,779 cc","250,000 km","Rs 7,000,000",Yes
Toyota,Wigo,,2018,Automatic,Petrol,,"1,000 cc","42,000 km","Rs 7,000,000",Yes
Daihatsu,Mira,X LIMITED,2023,Automatic,Petrol,Hatchback,660 cc,"8,700 km","Rs 7,050,000",Yes
Daihatsu,Mira,Full Option,2024,Automatic,Petrol,Hatchback,650 cc,"5,000 km","Rs 7,050,000",No
Daihatsu,Mira,X LIMITED,2024,Automatic,Petrol,Saloon,660 cc,"1,714 km","Rs 7,050,000",Yes
Honda,Insight,2010,2010,Automatic,Petrol,,"1,300 cc","175,000 km","Rs 7,050,000",Yes
Suzuki,Wagon R FX,,2024,Automatic,Petrol,Hatchback,660 cc,"6,600 km","Rs 7,050,000",No
Suzuki,Wagon R FX,FX,2023,Automatic,Petrol,,650 cc,"6,000 km","Rs 7,050,000",No
Suzuki,Wagon R FX,,2021,Automatic,Petrol,Hatchback,660 cc,"6,900 km","Rs 7,050,000",No
Suzuki,Wagon R FX,,2023,Automatic,Petrol,Hatchback,660 cc,"6,000 km","Rs 7,050,000",No
Suzuki,Wagon R FX,,2024,Automatic,Petrol,Hatchback,660 cc,"5,900 km","Rs 7,050,000",Yes
Suzuki,Wagon R Stingray,,2017,Automatic,Hybrid,Hatchback,650 cc,"78,248 km","Rs 7,050,000",No
Suzuki,Wagon R Stingray,2018,2018,Automatic,Hybrid,Hatchback,650 cc,"82,275 km","Rs 7,050,000",Yes
Toyota,IST,jeep,2008,Automatic,Petrol,,"1,500 cc","120,000 km","Rs 7,050,000",No
Toyota,Corolla,,2007,Automatic,Petrol,Saloon,"1,600 cc","154,000 km","Rs 7,050,000",Yes
Toyota,Axio,,2008,Automatic,Petrol,,"1,500 cc","172,000 km","Rs 7,050,000",No
Suzuki,Wagon R Stingray,,2018,Automatic,Hybrid,Hatchback,660 cc,"50,000 km","Rs 7,075,000",No
Mitsubishi,eK Wagon,,2023,Automatic,Petrol,Hatchback,660 cc,"4,000 km","Rs 7,090,000",No
Suzuki,Alto,,2024,Automatic,Petrol,Hatchback,650 cc,"6,570 km","Rs 7,090,000",No
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,990 cc,"143,000 km","Rs 7,090,000",Yes
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,990 cc,"143,000 km","Rs 7,090,000",Yes
Suzuki,Wagon R Stingray,,2018,Automatic,Hybrid,Hatchback,650 cc,"70,144 km","Rs 7,095,000",No
Daihatsu,Canbus,Stripes G,2024,Automatic,Petrol,,660 cc,"15,000 km","Rs 7,100,000",Yes
Daihatsu,Canbus,Stripes G,2024,Automatic,Petrol,,660 cc,"15,000 km","Rs 7,100,000",Yes
Daihatsu,Canbus,Stripes G,2024,Automatic,Petrol,,660 cc,"15,000 km","Rs 7,100,000",Yes
Daihatsu,Mira,MIRA X Limited,2025,Automatic,Petrol,Hatchback,660 cc,5 km,"Rs 7,100,000",Yes
Daihatsu,Mira,MIRA X Limited,2025,Automatic,Petrol,Hatchback,660 cc,6 km,"Rs 7,100,000",Yes
Daihatsu,Mira,,2025,Automatic,Petrol,Hatchback,660 cc,0 km,"Rs 7,100,000",Yes
Honda,CRZ,2010,2010,Other transmission,Hybrid,Hatchback,"1,500 cc","152,000 km","Rs 7,100,000",Yes
Mitsubishi,eK Wagon,,2024,Automatic,Petrol,Hatchback,660 cc,"3,900 km","Rs 7,100,000",No
Suzuki,Wagon R FX,Petrol,2023,Automatic,Petrol,Hatchback,660 cc,"4,900 km","Rs 7,100,000",Yes
Suzuki,Wagon R FX,S - MH85S SLLL-A1,2025,Automatic,Petrol,Hatchback,660 cc,5 km,"Rs 7,100,000",Yes
Suzuki,Wagon R FX,FX S,2024,Automatic,Hybrid,,660 cc,"46,000 km","Rs 7,100,000",Yes
Suzuki,Wagon R FX,,2023,Manual,Petrol,,660 cc,"23,000 km","Rs 7,100,000",Yes
Toyota,Allion,,2003,Automatic,Petrol,Saloon,"1,500 cc","234,000 km","Rs 7,100,000",Yes
Toyota,Aqua,G Limited Edition,2012,Automatic,Hybrid,Hatchback,"1,490 cc","170,000 km","Rs 7,100,000",Yes
Toyota,Vitz,dba-ksp130vitz,2015,Automatic,Petrol,Hatchback,990 cc,"56,155 km","Rs 7,100,000",No
Toyota,Aqua,S Grade,2012,Automatic,Hybrid,Hatchback,"1,490 cc","82,600 km","Rs 7,100,000",Yes
Toyota,Aqua,S Grade,2012,Automatic,Hybrid,Hatchback,"1,490 cc","82,600 km","Rs 7,100,000",Yes
Toyota,Corolla,Corolla 141 LX,2008,Automatic,Petrol,Saloon,"1,600 cc","189,000 km","Rs 7,100,000",Yes
Toyota,Corolla,141 2012,2012,Automatic,Petrol,Saloon,"1,600 cc","193,000 km","Rs 7,100,000",Yes
Toyota,Aqua,G Grade,2013,Automatic,Petrol,Hatchback,"1,500 cc","152,300 km","Rs 7,100,000",Yes
Toyota,Vitz,,2015,Automatic,Petrol,Hatchback,"1,000 cc","86,000 km","Rs 7,100,000",Yes
Toyota,Mark,2,2005,Automatic,Petrol,Saloon,"1,999 cc","170,000 km","Rs 7,100,000",Yes
Suzuki,Wagon R FX,Suzuki Wagon R,2024,Automatic,Petrol,Hatchback,650 cc,"8,761 km","Rs 7,125,000",Yes
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,"1,000 cc","117,000 km","Rs 7,125,000",Yes
Honda,Fit,GP5,2013,Automatic,Hybrid,Hatchback,"1,500 cc","117,000 km","Rs 7,150,000",Yes
Honda,Civic,,2002,Automatic,Petrol,Coupé/Sports,"1,700 cc","250,000 km","Rs 7,150,000",Yes
Mitsubishi,Lancer,cs3 GLX,2011,Automatic,Petrol,Saloon,"1,590 cc","128,000 km","Rs 7,150,000",Yes
Suzuki,Wagon R,FX,2024,Automatic,Petrol,,650 cc,"9,600 km","Rs 7,150,000",Yes
Suzuki,Alto,Safety Hybrid S,2023,Automatic,Hybrid,Hatchback,660 cc,"4,000 km","Rs 7,150,000",Yes
Suzuki,Wagon R,Stingray Hybrid,2017,Automatic,Hybrid,,650 cc,"130,000 km","Rs 7,150,000",Yes
Suzuki,Spacia,Custom Z Turbo,2017,Automatic,Petrol,Station wagon,658 cc,"63,000 km","Rs 7,150,000",Yes
Suzuki,Wagon R FX,2024,2024,Automatic,Petrol,Hatchback,660 cc,"3,650 km","Rs 7,150,000",Yes
Suzuki,Wagon R FX,Suzuki,2024,Automatic,Petrol,Hatchback,650 cc,"13,392 km","Rs 7,150,000",Yes
Suzuki,Wagon R FX,FX Grade,2023,Automatic,Petrol,Hatchback,660 cc,"9,063 km","Rs 7,150,000",Yes
Suzuki,Wagon R FX,FX Grade,2024,Automatic,Petrol,Hatchback,660 cc,"2,150 km","Rs 7,150,000",Yes
Suzuki,Wagon R,FX,2023,Automatic,Petrol,Hatchback,650 cc,"9,500 km","Rs 7,150,000",Yes
Suzuki,Alto,,2023,Automatic,Petrol,Hatchback,650 cc,"19,715 km","Rs 7,150,000",No
Suzuki,Wagon R Stingray,,2017,Automatic,Hybrid,Hatchback,650 cc,"89,455 km","Rs 7,150,000",No
Suzuki,Wagon R ZX,safety Push Start,2018,Automatic,Hybrid,Hatchback,650 cc,"85,000 km","Rs 7,150,000",Yes
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,990 cc,"141,000 km","Rs 7,150,000",Yes
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,990 cc,"141,000 km","Rs 7,150,000",Yes
Toyota,Vitz,Safety Edition,2015,Automatic,Petrol,Hatchback,990 cc,"141,000 km","Rs 7,150,000",Yes
Toyota,Corolla,141,2008,Automatic,Petrol,Saloon,"1,600 cc","216,000 km","Rs 7,150,000",Yes
Toyota,Axio,,2007,Automatic,Petrol,Saloon,"1,500 cc","198,000 km","Rs 7,150,000",Yes
Toyota,Vitz,,2015,Automatic,Petrol,Hatchback,990 cc,"150,000 km","Rs 7,150,000",Yes
Toyota,Aqua,S Grade,2012,Automatic,Hybrid,Hatchback,"1,490 cc","119,307 km","Rs 7,150,000",No
Toyota,Vitz,,2016,Automatic,Petrol,Hatchback,"1,000 cc","66,900 km","Rs 7,150,000",Yes
Toyota,Vitz,Vitz Safety Edition,2016,Automatic,Petrol,Hatchback,"1,000 cc","150,000 km","Rs 7,150,000",Yes
Toyota,Vitz,KSP 130,2014,Automatic,Petrol,Hatchback,990 cc,"95,000 km","Rs 7,150,000",Yes
Mitsubishi,eK Wagon,Safety B33W,2023,Automatic,Petrol,Station wagon,660 cc,"9,200 km","Rs 7,175,000",No
Suzuki,Wagon R,FX,2023,Automatic,Petrol,Hatchback,650 cc,"9,000 km","Rs 7,175,000",No
Suzuki,Wagon R FX,Suzuki Wagon R,2024,Automatic,Petrol,Hatchback,650 cc,"10,102 km","Rs 7,175,000",Yes
Toyota,Aqua,S Grade Sport,2014,Automatic,Hybrid,Hatchback,"1,500 cc","80,700 km","Rs 7,175,000",Yes
Toyota,Aqua,2012,2012,Automatic,Petrol,Hatchback,"1,500 cc","145,000 km","Rs 7,175,000",Yes
Toyota,Aqua,S Grade,2013,Automatic,Hybrid,Hatchback,"1,490 cc","137,800 km","Rs 7,180,000",Yes
Suzuki,Wagon R,Suzuki,2023,Automatic,Petrol,Hatchback,660 cc,"8,000 km","Rs 7,185,000",Yes
Suzuki,Wagon R,Suzuki,2023,Automatic,Petrol,Hatchback,660 cc,"8,000 km","Rs 7,185,000",Yes
